scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),h4_ts_sent (epoch_s),h1_ts_received (epoch_s),control_latency (s)
baseline,iteration_2,15,18,2,1780259605.042341,1780259607.598269,2.555928
baseline,iteration_2,15,18,3,1780259605.042341,1780259607.598269,2.555928
baseline,iteration_2,15,18,4,1780259605.042341,1780259607.598269,2.555928
baseline,iteration_2,15,18,5,1780259605.042341,1780259607.598269,2.555928
baseline,iteration_2,16,19,1,1780259606.056064,1780259608.601149,2.545085
baseline,iteration_2,16,19,2,1780259606.056064,1780259608.601149,2.545085
baseline,iteration_2,16,19,3,1780259606.056064,1780259608.601149,2.545085
baseline,iteration_2,16,19,4,1780259606.056064,1780259608.601149,2.545085
baseline,iteration_2,16,19,5,1780259606.056064,1780259608.601149,2.545085
baseline,iteration_2,17,20,1,1780259607.099132,1780259609.604453,2.505321
baseline,iteration_2,17,20,2,1780259607.099132,1780259609.604453,2.505321
baseline,iteration_2,17,20,3,1780259607.099132,1780259609.604453,2.505321
baseline,iteration_2,17,20,4,1780259607.099132,1780259609.604453,2.505321
baseline,iteration_2,17,20,5,1780259607.099132,1780259609.604453,2.505321
baseline,iteration_2,18,21,1,1780259608.106816,1780259610.605351,2.498535
baseline,iteration_2,18,21,2,1780259608.106816,1780259610.605351,2.498535
baseline,iteration_2,18,21,3,1780259608.106816,1780259610.605351,2.498535
baseline,iteration_2,18,21,4,1780259608.106816,1780259610.605351,2.498535
baseline,iteration_2,18,21,5,1780259608.106816,1780259610.605351,2.498535
baseline,iteration_2,19,22,1,1780259609.151609,1780259611.634109,2.482500
baseline,iteration_2,19,22,2,1780259609.151609,1780259611.634109,2.482500
baseline,iteration_2,19,22,3,1780259609.151609,1780259611.634109,2.482500
baseline,iteration_2,19,22,4,1780259609.151609,1780259611.634109,2.482500
baseline,iteration_2,19,22,5,1780259609.151609,1780259611.634109,2.482500
baseline,iteration_2,21,24,1,1780259611.219203,1780259613.637051,2.417848
baseline,iteration_2,21,24,2,1780259611.219203,1780259613.637051,2.417848
baseline,iteration_2,21,24,3,1780259611.219203,1780259613.637051,2.417848
baseline,iteration_2,21,24,4,1780259611.219203,1780259613.637051,2.417848
baseline,iteration_2,21,24,5,1780259611.219203,1780259613.637051,2.417848
baseline,iteration_2,22,25,1,1780259612.247316,1780259614.637924,2.390608
baseline,iteration_2,22,25,2,1780259612.247316,1780259614.637924,2.390608
baseline,iteration_2,22,25,3,1780259612.247316,1780259614.637924,2.390608
baseline,iteration_2,22,25,4,1780259612.247316,1780259614.637924,2.390608
baseline,iteration_2,22,25,5,1780259612.247316,1780259614.637924,2.390608
baseline,iteration_2,23,26,1,1780259613.178319,1780259615.699338,2.521019
baseline,iteration_2,23,26,2,1780259613.178319,1780259615.699338,2.521019
baseline,iteration_2,23,26,3,1780259613.178319,1780259615.699338,2.521019
baseline,iteration_2,23,26,4,1780259613.178319,1780259615.699338,2.521019
baseline,iteration_2,23,26,5,1780259613.178319,1780259615.699338,2.521019
baseline,iteration_2,25,28,1,1780259615.124066,1780259616.700199,1.576133
baseline,iteration_2,25,28,2,1780259615.124066,1780259616.700199,1.576133
baseline,iteration_2,25,28,3,1780259615.124066,1780259616.700199,1.576133
baseline,iteration_2,25,28,4,1780259615.124066,1780259616.700199,1.576133
baseline,iteration_2,25,28,5,1780259615.124066,1780259616.700199,1.576133
baseline,iteration_2,26,29,1,1780259616.129770,1780259617.703042,1.573272
baseline,iteration_2,26,29,2,1780259616.129770,1780259617.703042,1.573272
baseline,iteration_2,26,29,3,1780259616.129770,1780259617.703042,1.573272
baseline,iteration_2,26,29,4,1780259616.129770,1780259617.703042,1.573272
baseline,iteration_2,26,29,5,1780259616.129770,1780259617.703042,1.573272
baseline,iteration_2,27,30,1,1780259617.151083,1780259618.706250,1.555167
baseline,iteration_2,27,30,2,1780259617.151083,1780259618.706250,1.555167
baseline,iteration_2,27,30,3,1780259617.151083,1780259618.706250,1.555167
baseline,iteration_2,27,30,4,1780259617.151083,1780259618.706250,1.555167
baseline,iteration_2,27,30,5,1780259617.151083,1780259618.706250,1.555167
baseline,iteration_2,28,31,1,1780259618.179682,1780259619.714772,1.535090
baseline,iteration_2,28,31,2,1780259618.179682,1780259619.714772,1.535090
baseline,iteration_2,28,31,3,1780259618.179682,1780259619.714772,1.535090
baseline,iteration_2,28,31,4,1780259618.179682,1780259619.714772,1.535090
baseline,iteration_2,28,31,5,1780259618.179682,1780259619.714772,1.535090
baseline,iteration_2,29,32,1,1780259619.300422,1780259620.715168,1.414746
baseline,iteration_2,29,32,2,1780259619.300422,1780259620.715168,1.414746
baseline,iteration_2,29,32,3,1780259619.300422,1780259620.715168,1.414746
baseline,iteration_2,29,32,4,1780259619.300422,1780259620.715168,1.414746
baseline,iteration_2,29,32,5,1780259619.300422,1780259620.715168,1.414746
baseline,iteration_2,30,33,1,1780259620.340667,1780259622.728601,2.387934
baseline,iteration_2,30,33,2,1780259620.340667,1780259622.728601,2.387934
baseline,iteration_2,30,33,3,1780259620.340667,1780259622.728601,2.387934
baseline,iteration_2,30,33,4,1780259620.340667,1780259622.728601,2.387934
baseline,iteration_2,30,33,5,1780259620.340667,1780259622.728601,2.387934
baseline,iteration_2,31,34,1,1780259621.164992,1780259623.779443,2.614451
baseline,iteration_2,31,34,2,1780259621.164992,1780259623.779443,2.614451
baseline,iteration_2,31,34,3,1780259621.164992,1780259623.779443,2.614451
baseline,iteration_2,31,34,4,1780259621.164992,1780259623.779443,2.614451
baseline,iteration_2,31,34,5,1780259621.164992,1780259623.779443,2.614451
baseline,iteration_2,32,35,1,1780259622.441816,1780259624.782264,2.340448
baseline,iteration_2,32,35,2,1780259622.441816,1780259624.782264,2.340448
baseline,iteration_2,32,35,3,1780259622.441816,1780259624.782264,2.340448
baseline,iteration_2,32,35,4,1780259622.441816,1780259624.782264,2.340448
baseline,iteration_2,32,35,5,1780259622.441816,1780259624.782264,2.340448
baseline,iteration_2,33,36,1,1780259623.437836,1780259625.783796,2.345960
baseline,iteration_2,33,36,2,1780259623.437836,1780259625.783796,2.345960
baseline,iteration_2,33,36,3,1780259623.437836,1780259625.783796,2.345960
baseline,iteration_2,33,36,4,1780259623.437836,1780259625.783796,2.345960
baseline,iteration_2,33,36,5,1780259623.437836,1780259625.783796,2.345960
baseline,iteration_2,34,37,1,1780259624.442135,1780259626.785643,2.343508
baseline,iteration_2,34,37,2,1780259624.442135,1780259626.785643,2.343508
baseline,iteration_2,34,37,3,1780259624.442135,1780259626.785643,2.343508
baseline,iteration_2,34,37,4,1780259624.442135,1780259626.785643,2.343508
baseline,iteration_2,34,37,5,1780259624.442135,1780259626.785643,2.343508
baseline,iteration_2,35,38,1,1780259625.439720,1780259627.786267,2.346547
baseline,iteration_2,35,38,2,1780259625.439720,1780259627.786267,2.346547
baseline,iteration_2,35,38,3,1780259625.439720,1780259627.786267,2.346547
baseline,iteration_2,35,38,4,1780259625.439720,1780259627.786267,2.346547
baseline,iteration_2,35,38,5,1780259625.439720,1780259627.786267,2.346547
baseline,iteration_2,36,39,1,1780259626.460061,1780259628.816513,2.356452
baseline,iteration_2,36,39,2,1780259626.460061,1780259628.816513,2.356452
baseline,iteration_2,36,39,3,1780259626.460061,1780259628.816513,2.356452
baseline,iteration_2,36,39,4,1780259626.460061,1780259628.816513,2.356452
baseline,iteration_2,36,39,5,1780259626.460061,1780259628.816513,2.356452
baseline,iteration_2,37,40,1,1780259627.520952,1780259629.843102,2.322150
baseline,iteration_2,37,40,2,1780259627.520952,1780259629.843102,2.322150
baseline,iteration_2,37,40,3,1780259627.520952,1780259629.843102,2.322150
baseline,iteration_2,37,40,4,1780259627.520952,1780259629.843102,2.322150
baseline,iteration_2,37,40,5,1780259627.520952,1780259629.843102,2.322150
baseline,iteration_2,38,41,1,1780259628.490132,1780259630.850488,2.360356
baseline,iteration_2,38,41,2,1780259628.490132,1780259630.850488,2.360356
baseline,iteration_2,38,41,3,1780259628.490132,1780259630.850488,2.360356
baseline,iteration_2,38,41,4,1780259628.490132,1780259630.850488,2.360356
baseline,iteration_2,38,41,5,1780259628.490132,1780259630.850488,2.360356
baseline,iteration_2,39,43,1,1780259629.497258,1780259632.866882,3.369624
baseline,iteration_2,39,43,2,1780259629.497258,1780259632.866882,3.369624
baseline,iteration_2,39,43,3,1780259629.497258,1780259632.866882,3.369624
baseline,iteration_2,39,43,4,1780259629.497258,1780259632.866882,3.369624
baseline,iteration_2,39,43,5,1780259629.497258,1780259632.866882,3.369624
baseline,iteration_2,40,44,1,1780259631.593920,1780259633.920252,2.326332
baseline,iteration_2,40,44,2,1780259631.593920,1780259633.920252,2.326332
baseline,iteration_2,40,44,3,1780259631.593920,1780259633.920252,2.326332
baseline,iteration_2,40,44,4,1780259631.593920,1780259633.920252,2.326332
baseline,iteration_2,40,44,5,1780259631.593920,1780259633.920252,2.326332
baseline,iteration_2,41,45,1,1780259632.614490,1780259634.920444,2.305954
baseline,iteration_2,41,45,2,1780259632.614490,1780259634.920444,2.305954
baseline,iteration_2,41,45,3,1780259632.614490,1780259634.920444,2.305954
baseline,iteration_2,41,45,4,1780259632.614490,1780259634.920444,2.305954
baseline,iteration_2,41,45,5,1780259632.614490,1780259634.920444,2.305954
baseline,iteration_2,42,46,1,1780259633.630492,1780259635.921031,2.290539
baseline,iteration_2,42,46,2,1780259633.630492,1780259635.921031,2.290539
baseline,iteration_2,42,46,3,1780259633.630492,1780259635.921031,2.290539
baseline,iteration_2,42,46,4,1780259633.630492,1780259635.921031,2.290539
baseline,iteration_2,42,46,5,1780259633.630492,1780259635.921031,2.290539
baseline,iteration_2,43,47,1,1780259634.840898,1780259637.008511,2.167613
baseline,iteration_2,43,47,2,1780259634.840898,1780259637.008511,2.167613
baseline,iteration_2,43,47,3,1780259634.840898,1780259637.008511,2.167613
baseline,iteration_2,43,47,4,1780259634.840898,1780259637.008511,2.167613
baseline,iteration_2,43,47,5,1780259634.840898,1780259637.008511,2.167613
baseline,iteration_2,45,49,1,1780259636.863865,1780259639.019208,2.155343
baseline,iteration_2,45,49,2,1780259636.863865,1780259639.019208,2.155343
baseline,iteration_2,45,49,3,1780259636.863865,1780259639.019208,2.155343
baseline,iteration_2,45,49,4,1780259636.863865,1780259639.019208,2.155343
baseline,iteration_2,45,49,5,1780259636.863865,1780259639.019208,2.155343
baseline,iteration_2,46,50,1,1780259637.884920,1780259640.020700,2.135780
baseline,iteration_2,46,50,2,1780259637.884920,1780259640.020700,2.135780
baseline,iteration_2,46,50,3,1780259637.884920,1780259640.020700,2.135780
baseline,iteration_2,46,50,4,1780259637.884920,1780259640.020700,2.135780
baseline,iteration_2,46,50,5,1780259637.884920,1780259640.020700,2.135780
baseline,iteration_2,47,51,1,1780259638.888375,1780259641.021357,2.132982
baseline,iteration_2,47,51,2,1780259638.888375,1780259641.021357,2.132982
baseline,iteration_2,47,51,3,1780259638.888375,1780259641.021357,2.132982
baseline,iteration_2,47,51,4,1780259638.888375,1780259641.021357,2.132982
baseline,iteration_2,47,51,5,1780259638.888375,1780259641.021357,2.132982
baseline,iteration_2,48,52,1,1780259639.915054,1780259642.022032,2.106978
baseline,iteration_2,48,52,2,1780259639.915054,1780259642.022032,2.106978
baseline,iteration_2,48,52,3,1780259639.915054,1780259642.022032,2.106978
baseline,iteration_2,48,52,4,1780259639.915054,1780259642.022032,2.106978
baseline,iteration_2,48,52,5,1780259639.915054,1780259642.022032,2.106978
baseline,iteration_2,49,53,1,1780259640.938243,1780259643.031592,2.093349
baseline,iteration_2,49,53,2,1780259640.938243,1780259643.031592,2.093349
baseline,iteration_2,49,53,3,1780259640.938243,1780259643.031592,2.093349
baseline,iteration_2,49,53,4,1780259640.938243,1780259643.031592,2.093349
baseline,iteration_2,49,53,5,1780259640.938243,1780259643.031592,2.093349
baseline,iteration_2,50,54,1,1780259642.031065,1780259644.033174,2.002109
baseline,iteration_2,50,54,2,1780259642.031065,1780259644.033174,2.002109
baseline,iteration_2,50,54,3,1780259642.031065,1780259644.033174,2.002109
baseline,iteration_2,50,54,4,1780259642.031065,1780259644.033174,2.002109
baseline,iteration_2,50,54,5,1780259642.031065,1780259644.033174,2.002109
baseline,iteration_2,51,55,1,1780259643.088205,1780259645.034179,1.945974
baseline,iteration_2,51,55,2,1780259643.088205,1780259645.034179,1.945974
baseline,iteration_2,51,55,3,1780259643.088205,1780259645.034179,1.945974
baseline,iteration_2,51,55,4,1780259643.088205,1780259645.034179,1.945974
baseline,iteration_2,51,55,5,1780259643.088205,1780259645.034179,1.945974
baseline,iteration_2,52,56,1,1780259643.892614,1780259646.054468,2.161854
baseline,iteration_2,52,56,2,1780259643.892614,1780259646.054468,2.161854
baseline,iteration_2,52,56,3,1780259643.892614,1780259646.054468,2.161854
baseline,iteration_2,52,56,4,1780259643.892614,1780259646.054468,2.161854
baseline,iteration_2,52,56,5,1780259643.892614,1780259646.054468,2.161854
baseline,iteration_2,54,58,1,1780259645.915127,1780259648.064277,2.149150
baseline,iteration_2,54,58,2,1780259645.915127,1780259648.064277,2.149150
baseline,iteration_2,54,58,3,1780259645.915127,1780259648.064277,2.149150
baseline,iteration_2,54,58,4,1780259645.915127,1780259648.064277,2.149150
baseline,iteration_2,54,58,5,1780259645.915127,1780259648.064277,2.149150
baseline,iteration_2,55,59,1,1780259646.932388,1780259649.065331,2.132943
baseline,iteration_2,55,59,2,1780259646.932388,1780259649.065331,2.132943
baseline,iteration_2,55,59,3,1780259646.932388,1780259649.065331,2.132943
baseline,iteration_2,55,59,4,1780259646.932388,1780259649.065331,2.132943
baseline,iteration_2,55,59,5,1780259646.932388,1780259649.065331,2.132943
baseline,iteration_2,56,60,1,1780259648.112364,1780259650.066477,1.954113
baseline,iteration_2,56,60,2,1780259648.112364,1780259650.066477,1.954113
baseline,iteration_2,56,60,3,1780259648.112364,1780259650.066477,1.954113
baseline,iteration_2,56,60,4,1780259648.112364,1780259650.066477,1.954113
baseline,iteration_2,56,60,5,1780259648.112364,1780259650.066477,1.954113
baseline,iteration_2,57,62,1,1780259649.065399,1780259652.069356,3.003957
baseline,iteration_2,57,62,2,1780259649.065399,1780259652.069356,3.003957
baseline,iteration_2,57,62,3,1780259649.065399,1780259652.069356,3.003957
baseline,iteration_2,57,62,4,1780259649.065399,1780259652.069356,3.003957
baseline,iteration_2,57,62,5,1780259649.065399,1780259652.069356,3.003957
baseline,iteration_2,58,63,1,1780259651.074072,1780259653.070455,1.996383
baseline,iteration_2,58,63,2,1780259651.074072,1780259653.070455,1.996383
baseline,iteration_2,58,63,3,1780259651.074072,1780259653.070455,1.996383
baseline,iteration_2,58,63,4,1780259651.074072,1780259653.070455,1.996383
baseline,iteration_2,58,63,5,1780259651.074072,1780259653.070455,1.996383
baseline,iteration_2,59,64,1,1780259652.196039,1780259654.071752,1.875713
baseline,iteration_2,59,64,2,1780259652.196039,1780259654.071752,1.875713
baseline,iteration_2,59,64,3,1780259652.196039,1780259654.071752,1.875713
baseline,iteration_2,59,64,4,1780259652.196039,1780259654.071752,1.875713
baseline,iteration_2,59,64,5,1780259652.196039,1780259654.071752,1.875713
baseline,iteration_2,60,65,1,1780259653.111826,1780259655.073181,1.961355
baseline,iteration_2,60,65,2,1780259653.111826,1780259655.073181,1.961355
baseline,iteration_2,60,65,3,1780259653.111826,1780259655.073181,1.961355
baseline,iteration_2,60,65,4,1780259653.111826,1780259655.073181,1.961355
baseline,iteration_2,60,65,5,1780259653.111826,1780259655.073181,1.961355
baseline,iteration_2,61,67,1,1780259654.325138,1780259656.073899,1.748761
baseline,iteration_2,61,67,2,1780259654.325138,1780259656.073899,1.748761
baseline,iteration_2,61,67,3,1780259654.325138,1780259656.073899,1.748761
baseline,iteration_2,61,67,4,1780259654.325138,1780259656.073899,1.748761
baseline,iteration_2,61,67,5,1780259654.325138,1780259656.073899,1.748761
baseline,iteration_2,62,68,1,1780259655.256102,1780259657.074364,1.818262
baseline,iteration_2,62,68,2,1780259655.256102,1780259657.074364,1.818262
baseline,iteration_2,62,68,3,1780259655.256102,1780259657.074364,1.818262
baseline,iteration_2,62,68,4,1780259655.256102,1780259657.074364,1.818262
baseline,iteration_2,62,68,5,1780259655.256102,1780259657.074364,1.818262
baseline,iteration_2,63,69,1,1780259656.265557,1780259658.076006,1.810449
baseline,iteration_2,63,69,2,1780259656.265557,1780259658.076006,1.810449
baseline,iteration_2,63,69,3,1780259656.265557,1780259658.076006,1.810449
baseline,iteration_2,63,69,4,1780259656.265557,1780259658.076006,1.810449
baseline,iteration_2,63,69,5,1780259656.265557,1780259658.076006,1.810449
baseline,iteration_2,64,70,1,1780259657.271338,1780259660.079356,2.808018
baseline,iteration_2,64,70,2,1780259657.271338,1780259660.079356,2.808018
baseline,iteration_2,64,70,3,1780259657.271338,1780259660.079356,2.808018
baseline,iteration_2,64,70,4,1780259657.271338,1780259660.079356,2.808018
baseline,iteration_2,64,70,5,1780259657.271338,1780259660.079356,2.808018
baseline,iteration_2,66,72,1,1780259659.196489,1780259661.082775,1.886286
baseline,iteration_2,66,72,2,1780259659.196489,1780259661.082775,1.886286
