scenario (-),iteration (-),cycle_id (-),bus (-),v_field (pu),v_dt (pu),drift_signed (pu),drift_abs (pu),drift (%)
dos_heavy,iteration_3,36,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,36,2,1.014614,1.014646,0.000032,0.000032,0.003154
dos_heavy,iteration_3,37,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,37,2,1.011107,1.010895,-0.000212,0.000212,0.020967
dos_heavy,iteration_3,37,3,1.009155,1.009030,-0.000125,0.000125,0.012387
dos_heavy,iteration_3,37,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,37,5,1.007413,1.006647,-0.000766,0.000766,0.076036
dos_heavy,iteration_3,38,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,38,2,1.010904,1.009597,-0.001307,0.001307,0.129290
dos_heavy,iteration_3,38,3,1.009165,1.007298,-0.001867,0.001867,0.185004
dos_heavy,iteration_3,38,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_heavy,iteration_3,38,5,1.006949,0.000000,-1.006949,1.006949,100.000000
dos_heavy,iteration_3,39,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,39,2,1.010443,0.000000,-1.010443,1.010443,100.000000
dos_heavy,iteration_3,39,3,1.008450,0.000000,-1.008450,1.008450,100.000000
dos_heavy,iteration_3,40,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,41,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,41,2,1.010168,1.015128,0.004960,0.004960,0.491007
dos_heavy,iteration_3,41,3,1.008223,0.000000,-1.008223,1.008223,100.000000
dos_heavy,iteration_3,41,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_heavy,iteration_3,41,5,1.007106,0.000000,-1.007106,1.007106,100.000000
dos_heavy,iteration_3,42,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,42,2,1.015360,1.015349,-0.000011,0.000011,0.001083
dos_heavy,iteration_3,43,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,43,2,1.015486,1.007758,-0.007728,0.007728,0.761015
dos_heavy,iteration_3,45,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,45,2,1.010169,1.009877,-0.000292,0.000292,0.028906
dos_heavy,iteration_3,45,3,1.007701,1.007428,-0.000273,0.000273,0.027091
dos_heavy,iteration_3,47,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,47,2,1.010244,1.008490,-0.001754,0.001754,0.173621
dos_heavy,iteration_3,47,3,1.008820,1.006028,-0.002792,0.002792,0.276759
dos_heavy,iteration_3,47,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_heavy,iteration_3,47,5,1.006876,0.000000,-1.006876,1.006876,100.000000
dos_heavy,iteration_3,49,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,49,2,1.010523,1.011233,0.000710,0.000710,0.070261
dos_heavy,iteration_3,49,3,1.009051,1.009462,0.000411,0.000411,0.040731
dos_heavy,iteration_3,49,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,49,5,1.006600,1.006893,0.000293,0.000293,0.029108
dos_heavy,iteration_3,50,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,50,2,1.011055,1.010589,-0.000466,0.000466,0.046090
dos_heavy,iteration_3,50,3,1.009551,1.009071,-0.000480,0.000480,0.047546
dos_heavy,iteration_3,50,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,50,5,1.006800,1.006602,-0.000198,0.000198,0.019666
dos_heavy,iteration_3,51,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,51,2,1.014575,1.014560,-0.000015,0.000015,0.001478
dos_heavy,iteration_3,52,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,53,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,55,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,55,2,1.010713,1.010111,-0.000602,0.000602,0.059562
dos_heavy,iteration_3,55,3,1.008384,1.008307,-0.000077,0.000077,0.007636
dos_heavy,iteration_3,56,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,56,2,1.016463,1.016502,0.000039,0.000039,0.003837
dos_heavy,iteration_3,58,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,58,2,1.011112,1.009904,-0.001208,0.001208,0.119472
dos_heavy,iteration_3,58,3,1.009099,1.008518,-0.000581,0.000581,0.057576
dos_heavy,iteration_3,58,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,58,5,1.006718,1.006829,0.000111,0.000111,0.011026
dos_heavy,iteration_3,59,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,59,2,1.010753,1.010762,0.000009,0.000009,0.000890
dos_heavy,iteration_3,59,3,1.008746,1.008756,0.000010,0.000010,0.000991
dos_heavy,iteration_3,60,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,61,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,61,2,1.009197,1.010259,0.001062,0.001062,0.105232
dos_heavy,iteration_3,61,3,1.007604,1.008231,0.000627,0.000627,0.062227
dos_heavy,iteration_3,61,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,61,5,1.007112,1.007109,-0.000003,0.000003,0.000298
dos_heavy,iteration_3,62,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,62,2,1.014171,1.013319,-0.000852,0.000852,0.084010
dos_heavy,iteration_3,63,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,64,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,64,2,1.008146,1.008163,0.000017,0.000017,0.001686
dos_heavy,iteration_3,64,3,1.005454,1.005482,0.000028,0.000028,0.002785
dos_heavy,iteration_3,65,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,65,2,1.016063,1.016062,-0.000001,0.000001,0.000098
dos_heavy,iteration_3,66,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,66,2,1.010806,1.010609,-0.000197,0.000197,0.019489
dos_heavy,iteration_3,66,3,1.009175,1.009034,-0.000141,0.000141,0.013972
dos_heavy,iteration_3,66,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,66,5,1.007050,1.007031,-0.000019,0.000019,0.001887
dos_heavy,iteration_3,67,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,67,2,1.008707,1.008719,0.000012,0.000012,0.001190
dos_heavy,iteration_3,67,3,1.006445,1.006444,-0.000001,0.000001,0.000099
dos_heavy,iteration_3,68,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,68,2,1.015330,1.015370,0.000040,0.000040,0.003940
dos_heavy,iteration_3,69,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,69,2,1.010585,1.010376,-0.000209,0.000209,0.020681
dos_heavy,iteration_3,69,3,1.008496,1.008348,-0.000148,0.000148,0.014675
dos_heavy,iteration_3,69,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,69,5,1.007183,1.007052,-0.000131,0.000131,0.013007
dos_heavy,iteration_3,70,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,70,2,1.008034,1.008040,0.000006,0.000006,0.000595
dos_heavy,iteration_3,70,3,1.005468,1.005468,0.000000,0.000000,0.000000
dos_heavy,iteration_3,71,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,72,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,73,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,73,2,1.010007,1.010036,0.000029,0.000029,0.002871
dos_heavy,iteration_3,73,3,1.008517,1.008460,-0.000057,0.000057,0.005652
dos_heavy,iteration_3,73,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,73,5,1.007106,1.007119,0.000013,0.000013,0.001291
dos_heavy,iteration_3,74,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,74,2,1.009446,1.007653,-0.001793,0.001793,0.177622
dos_heavy,iteration_3,74,3,1.006567,1.005168,-0.001399,0.001399,0.138987
dos_heavy,iteration_3,75,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,76,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,77,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,78,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,78,2,1.010075,0.000000,-1.010075,1.010075,100.000000
dos_heavy,iteration_3,78,3,1.008354,0.000000,-1.008354,1.008354,100.000000
dos_heavy,iteration_3,78,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_heavy,iteration_3,78,5,1.007014,0.000000,-1.007014,1.007014,100.000000
dos_heavy,iteration_3,79,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_3,79,2,1.010502,1.007236,-0.003266,0.003266,0.323206
dos_heavy,iteration_3,79,3,1.008602,1.004312,-0.004290,0.004290,0.425341
dos_heavy,iteration_3,79,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_heavy,iteration_3,79,5,1.007288,0.000000,-1.007288,1.007288,100.000000
mitm,iteration_1,13,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,13,2,1.008855,1.008872,0.000017,0.000017,0.001685
mitm,iteration_1,13,3,1.006363,1.006374,0.000011,0.000011,0.001093
mitm,iteration_1,14,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,14,2,1.006958,1.008708,0.001750,0.001750,0.173791
mitm,iteration_1,14,3,1.004204,1.006756,0.002552,0.002552,0.254132
mitm,iteration_1,15,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,15,2,1.010627,1.010544,-0.000083,0.000083,0.008213
mitm,iteration_1,15,3,1.008720,1.008676,-0.000044,0.000044,0.004362
mitm,iteration_1,15,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,16,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,16,2,1.010256,1.007351,-0.002905,0.002905,0.287551
mitm,iteration_1,16,3,1.008362,1.004353,-0.004009,0.004009,0.397575
mitm,iteration_1,16,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,17,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,17,2,1.009011,1.010642,0.001631,0.001631,0.161643
mitm,iteration_1,17,3,1.006145,1.008633,0.002488,0.002488,0.247280
mitm,iteration_1,18,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,18,2,1.009973,1.009776,-0.000197,0.000197,0.019505
mitm,iteration_1,18,3,1.008443,1.008308,-0.000135,0.000135,0.013387
mitm,iteration_1,18,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,18,5,1.007381,1.007381,0.000000,0.000000,0.000000
mitm,iteration_1,19,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,19,2,1.010699,0.000000,-1.010699,1.010699,100.000000
mitm,iteration_1,19,3,1.009129,0.000000,-1.009129,1.009129,100.000000
mitm,iteration_1,19,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,19,5,1.007112,0.000000,-1.007112,1.007112,100.000000
mitm,iteration_1,20,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,21,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,22,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,22,2,1.014503,1.014475,-0.000028,0.000028,0.002760
mitm,iteration_1,23,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,23,2,1.016794,1.008824,-0.007970,0.007970,0.783836
mitm,iteration_1,24,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,24,2,1.009997,1.010022,0.000025,0.000025,0.002475
mitm,iteration_1,24,3,1.007905,1.007939,0.000034,0.000034,0.003373
mitm,iteration_1,25,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,25,2,1.007696,1.009818,0.002122,0.002122,0.210579
mitm,iteration_1,25,3,1.005260,1.008417,0.003157,0.003157,0.314048
mitm,iteration_1,26,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,26,2,1.010601,1.010390,-0.000211,0.000211,0.020879
mitm,iteration_1,26,3,1.008965,1.008816,-0.000149,0.000149,0.014768
mitm,iteration_1,26,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,26,5,1.006989,1.006980,-0.000009,0.000009,0.000894
mitm,iteration_1,27,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,27,2,1.010247,0.000000,-1.010247,1.010247,100.000000
mitm,iteration_1,27,3,1.008696,0.000000,-1.008696,1.008696,100.000000
mitm,iteration_1,27,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,27,5,1.006955,0.000000,-1.006955,1.006955,100.000000
mitm,iteration_1,28,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,29,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,30,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,30,2,1.015191,1.015178,-0.000013,0.000013,0.001281
mitm,iteration_1,31,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,31,2,1.013761,1.007764,-0.005997,0.005997,0.591560
mitm,iteration_1,32,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,32,2,1.006466,0.999615,-0.006851,0.006851,0.680699
mitm,iteration_1,32,3,1.003085,0.994536,-0.008549,0.008549,0.852271
mitm,iteration_1,33,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,33,2,1.008183,1.007177,-0.001006,0.001006,0.099783
mitm,iteration_1,33,3,1.005954,1.006243,0.000289,0.000289,0.028729
mitm,iteration_1,34,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,34,2,1.011566,0.000000,-1.011566,1.011566,100.000000
mitm,iteration_1,34,3,1.009675,0.000000,-1.009675,1.009675,100.000000
mitm,iteration_1,34,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,34,5,1.006680,0.000000,-1.006680,1.006680,100.000000
mitm,iteration_1,35,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,36,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,37,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,37,2,1.016041,1.016013,-0.000028,0.000028,0.002756
mitm,iteration_1,38,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,38,2,1.015308,1.010846,-0.004462,0.004462,0.439473
mitm,iteration_1,39,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,39,2,1.011185,1.010356,-0.000829,0.000829,0.081983
mitm,iteration_1,39,3,1.009516,1.008345,-0.001171,0.001171,0.115996
mitm,iteration_1,39,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,39,5,1.007365,0.000000,-1.007365,1.007365,100.000000
mitm,iteration_1,40,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,40,2,1.010947,1.016609,0.005662,0.005662,0.560069
mitm,iteration_1,40,3,1.008660,0.000000,-1.008660,1.008660,100.000000
mitm,iteration_1,41,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,41,2,1.015121,0.000000,-1.015121,1.015121,100.000000
mitm,iteration_1,42,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,43,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,43,2,1.008425,1.015473,0.007048,0.007048,0.698912
mitm,iteration_1,43,3,1.005574,0.000000,-1.005574,1.005574,100.000000
mitm,iteration_1,44,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,44,2,1.015964,1.010354,-0.005610,0.005610,0.552185
mitm,iteration_1,45,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,45,2,1.011279,1.011273,-0.000006,0.000006,0.000593
mitm,iteration_1,45,3,1.009287,1.009275,-0.000012,0.000012,0.001189
mitm,iteration_1,45,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,45,5,1.006820,0.000000,-1.006820,1.006820,100.000000
mitm,iteration_1,46,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,46,2,1.010832,0.000000,-1.010832,1.010832,100.000000
mitm,iteration_1,46,3,1.009232,0.000000,-1.009232,1.009232,100.000000
mitm,iteration_1,46,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,47,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,48,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,48,2,1.011352,1.016018,0.004666,0.004666,0.461363
mitm,iteration_1,48,3,1.009500,0.000000,-1.009500,1.009500,100.000000
mitm,iteration_1,48,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,48,5,1.006728,0.000000,-1.006728,1.006728,100.000000
mitm,iteration_1,49,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,49,2,1.014320,0.000000,-1.014320,1.014320,100.000000
mitm,iteration_1,50,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,51,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,51,2,1.007618,1.011890,0.004272,0.004272,0.423970
mitm,iteration_1,51,3,1.004808,0.000000,-1.004808,1.004808,100.000000
mitm,iteration_1,52,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,52,2,1.014193,1.006849,-0.007344,0.007344,0.724123
mitm,iteration_1,53,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,53,2,1.011230,1.007114,-0.004116,0.004116,0.407029
mitm,iteration_1,53,3,1.009288,1.003488,-0.005800,0.005800,0.574663
mitm,iteration_1,53,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,53,5,1.006668,0.000000,-1.006668,1.006668,100.000000
mitm,iteration_1,54,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,54,2,1.009120,0.000000,-1.009120,1.009120,100.000000
mitm,iteration_1,54,3,1.006742,0.000000,-1.006742,1.006742,100.000000
mitm,iteration_1,55,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,56,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,56,2,1.016463,1.016470,0.000007,0.000007,0.000689
mitm,iteration_1,57,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,57,2,1.013886,1.009868,-0.004018,0.004018,0.396297
mitm,iteration_1,58,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,58,2,1.011112,1.010907,-0.000205,0.000205,0.020275
mitm,iteration_1,58,3,1.009099,1.008948,-0.000151,0.000151,0.014964
mitm,iteration_1,58,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,58,5,1.006718,1.006700,-0.000018,0.000018,0.001788
mitm,iteration_1,59,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,59,2,1.011341,0.000000,-1.011341,1.011341,100.000000
mitm,iteration_1,59,3,1.009600,0.000000,-1.009600,1.009600,100.000000
mitm,iteration_1,59,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,59,5,1.006697,0.000000,-1.006697,1.006697,100.000000
mitm,iteration_1,60,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,61,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,61,2,1.013324,1.013326,0.000002,0.000002,0.000197
mitm,iteration_1,62,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,62,2,1.014171,1.011265,-0.002906,0.002906,0.286539
mitm,iteration_1,63,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,63,2,1.015932,1.008338,-0.007594,0.007594,0.747491
mitm,iteration_1,64,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,64,2,1.008146,1.008124,-0.000022,0.000022,0.002182
mitm,iteration_1,64,3,1.005454,1.005441,-0.000013,0.000013,0.001293
mitm,iteration_1,65,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,65,2,1.008878,1.008856,-0.000022,0.000022,0.002181
mitm,iteration_1,65,3,1.005978,1.005948,-0.000030,0.000030,0.002982
mitm,iteration_1,66,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,66,2,1.009532,1.010603,0.001071,0.001071,0.106089
mitm,iteration_1,66,3,1.007351,1.009028,0.001677,0.001677,0.166476
mitm,iteration_1,67,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,67,2,1.010442,1.010241,-0.000201,0.000201,0.019892
mitm,iteration_1,67,3,1.008910,1.008770,-0.000140,0.000140,0.013876
mitm,iteration_1,67,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,67,5,1.007041,1.007043,0.000002,0.000002,0.000199
mitm,iteration_1,68,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,68,2,1.010615,1.015333,0.004718,0.004718,0.466844
mitm,iteration_1,68,3,1.008759,0.000000,-1.008759,1.008759,100.000000
mitm,iteration_1,68,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,68,5,1.006833,0.000000,-1.006833,1.006833,100.000000
mitm,iteration_1,69,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,69,2,1.015861,0.000000,-1.015861,1.015861,100.000000
mitm,iteration_1,70,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,71,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,71,2,1.009484,1.015091,0.005607,0.005607,0.555432
mitm,iteration_1,71,3,1.007222,0.000000,-1.007222,1.007222,100.000000
mitm,iteration_1,72,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,72,2,1.015450,1.010665,-0.004785,0.004785,0.471220
mitm,iteration_1,73,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,73,2,1.010007,1.004507,-0.005500,0.005500,0.544551
mitm,iteration_1,73,3,1.008517,1.000765,-0.007752,0.007752,0.768653
mitm,iteration_1,73,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,73,5,1.007106,0.000000,-1.007106,1.007106,100.000000
mitm,iteration_1,74,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,74,2,1.009446,0.000000,-1.009446,1.009446,100.000000
mitm,iteration_1,74,3,1.006567,0.000000,-1.006567,1.006567,100.000000
mitm,iteration_1,75,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,76,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,77,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,77,2,1.014639,1.014715,0.000076,0.000076,0.007490
mitm,iteration_1,78,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,78,2,1.014461,1.010049,-0.004412,0.004412,0.434911
mitm,iteration_1,79,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,79,2,1.010615,1.007896,-0.002719,0.002719,0.269044
mitm,iteration_1,79,3,1.008668,1.006157,-0.002511,0.002511,0.248942
mitm,iteration_1,79,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,80,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,80,2,1.010079,1.007252,-0.002827,0.002827,0.279879
mitm,iteration_1,80,3,1.008626,1.006184,-0.002442,0.002442,0.242112
mitm,iteration_1,80,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,80,5,1.006838,1.006834,-0.000004,0.000004,0.000397
mitm,iteration_1,81,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,81,2,1.011147,0.000000,-1.011147,1.011147,100.000000
mitm,iteration_1,81,3,1.009248,0.000000,-1.009248,1.009248,100.000000
mitm,iteration_1,81,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,81,5,1.007165,0.000000,-1.007165,1.007165,100.000000
mitm,iteration_1,82,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,83,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,84,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,85,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,86,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,86,2,1.016320,1.016305,-0.000015,0.000015,0.001476
mitm,iteration_1,88,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,88,2,1.015027,1.009053,-0.005974,0.005974,0.588556
mitm,iteration_1,89,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,89,2,1.009232,1.009558,0.000326,0.000326,0.032302
mitm,iteration_1,89,3,1.006824,1.007545,0.000721,0.000721,0.071611
mitm,iteration_1,90,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,90,2,1.011348,1.011030,-0.000318,0.000318,0.031443
mitm,iteration_1,90,3,1.009612,1.009381,-0.000231,0.000231,0.022880
mitm,iteration_1,90,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_1,90,5,1.006793,1.005189,-0.001604,0.001604,0.159318
mitm,iteration_1,91,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_1,91,2,1.010959,1.009974,-0.000985,0.000985,0.097432
mitm,iteration_1,91,3,1.009325,1.007902,-0.001423,0.001423,0.140985
mitm,iteration_1,91,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_1,91,5,1.006652,0.000000,-1.006652,1.006652,100.000000
mitm,iteration_1,92,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,13,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,13,2,1.008855,1.010434,0.001579,0.001579,0.156514
mitm,iteration_2,13,3,1.006363,1.008742,0.002379,0.002379,0.236396
mitm,iteration_2,14,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,14,2,1.009775,1.007066,-0.002709,0.002709,0.268278
mitm,iteration_2,14,3,1.008216,1.005768,-0.002448,0.002448,0.242805
mitm,iteration_2,14,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,14,5,1.006861,0.000000,-1.006861,1.006861,100.000000
mitm,iteration_2,15,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,15,2,1.010627,1.015240,0.004613,0.004613,0.456449
mitm,iteration_2,15,3,1.008720,0.000000,-1.008720,1.008720,100.000000
