scenario (-),iteration (-),cycle_id (-),bus (-),v_field (pu),v_dt (pu),drift_signed (pu),drift_abs (pu),drift (%)
dos_light,iteration_2,90,2,1.011348,1.011328,-0.000020,0.000020,0.001978
dos_light,iteration_2,90,3,1.009612,1.009593,-0.000019,0.000019,0.001882
dos_light,iteration_2,90,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,90,5,1.006793,1.006791,-0.000002,0.000002,0.000199
dos_light,iteration_2,91,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,91,2,1.010959,1.010967,0.000008,0.000008,0.000791
dos_light,iteration_2,91,3,1.009325,1.009326,0.000001,0.000001,0.000099
dos_light,iteration_2,91,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,91,5,1.006652,1.006674,0.000022,0.000022,0.002185
dos_light,iteration_2,93,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,93,2,1.009506,1.010862,0.001356,0.001356,0.134323
dos_light,iteration_2,93,3,1.007853,1.009071,0.001218,0.001218,0.120851
dos_light,iteration_2,93,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,93,5,1.007082,1.007242,0.000160,0.000160,0.015887
dos_light,iteration_3,13,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,13,2,1.010627,1.008849,-0.001778,0.001778,0.175930
dos_light,iteration_3,13,3,1.008884,1.006366,-0.002518,0.002518,0.249583
dos_light,iteration_3,13,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_light,iteration_3,13,5,1.007553,0.000000,-1.007553,1.007553,100.000000
dos_light,iteration_3,14,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,14,2,1.006958,1.008849,0.001891,0.001891,0.187793
dos_light,iteration_3,14,3,1.004204,1.006366,0.002162,0.002162,0.215295
dos_light,iteration_3,15,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,16,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,16,2,1.010130,1.009892,-0.000238,0.000238,0.023561
dos_light,iteration_3,16,3,1.008286,1.008109,-0.000177,0.000177,0.017555
dos_light,iteration_3,16,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,16,5,1.006847,1.006841,-0.000006,0.000006,0.000596
dos_light,iteration_3,17,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,17,2,1.010892,0.000000,-1.010892,1.010892,100.000000
dos_light,iteration_3,17,3,1.008819,0.000000,-1.008819,1.008819,100.000000
dos_light,iteration_3,17,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_light,iteration_3,17,5,1.007088,0.000000,-1.007088,1.007088,100.000000
dos_light,iteration_3,18,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,19,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,20,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,20,2,1.016021,1.016035,0.000014,0.000014,0.001378
dos_light,iteration_3,21,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,21,2,1.014920,1.007741,-0.007179,0.007179,0.707346
dos_light,iteration_3,22,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,22,2,1.007645,1.007333,-0.000312,0.000312,0.030963
dos_light,iteration_3,22,3,1.004890,1.004456,-0.000434,0.000434,0.043189
dos_light,iteration_3,23,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,23,2,1.010509,1.011296,0.000787,0.000787,0.077882
dos_light,iteration_3,23,3,1.007986,1.009250,0.001264,0.001264,0.125399
dos_light,iteration_3,24,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,24,2,1.011014,1.010831,-0.000183,0.000183,0.018101
dos_light,iteration_3,24,3,1.009354,1.009231,-0.000123,0.000123,0.012186
dos_light,iteration_3,24,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,24,5,1.007401,1.007400,-0.000001,0.000001,0.000099
dos_light,iteration_3,25,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,25,2,1.010008,1.013742,0.003734,0.003734,0.369700
dos_light,iteration_3,25,3,1.008547,0.000000,-1.008547,1.008547,100.000000
dos_light,iteration_3,25,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_light,iteration_3,25,5,1.007456,0.000000,-1.007456,1.007456,100.000000
dos_light,iteration_3,26,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,26,2,1.014768,1.014780,0.000012,0.000012,0.001183
dos_light,iteration_3,27,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,27,2,1.014213,1.008088,-0.006125,0.006125,0.603917
dos_light,iteration_3,28,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,28,2,1.009532,1.009543,0.000011,0.000011,0.001090
dos_light,iteration_3,28,3,1.007101,1.007115,0.000014,0.000014,0.001390
dos_light,iteration_3,29,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,29,2,1.008295,1.010521,0.002226,0.002226,0.220769
dos_light,iteration_3,29,3,1.005038,1.008355,0.003317,0.003317,0.330037
dos_light,iteration_3,30,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,30,2,1.010400,1.010213,-0.000187,0.000187,0.018508
dos_light,iteration_3,30,3,1.008523,1.008387,-0.000136,0.000136,0.013485
dos_light,iteration_3,30,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,30,5,1.007302,1.007318,0.000016,0.000016,0.001588
dos_light,iteration_3,31,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,31,2,1.010236,0.000000,-1.010236,1.010236,100.000000
dos_light,iteration_3,31,3,1.008856,0.000000,-1.008856,1.008856,100.000000
dos_light,iteration_3,31,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_light,iteration_3,31,5,1.007032,0.000000,-1.007032,1.007032,100.000000
dos_light,iteration_3,32,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,33,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,34,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,34,2,1.016341,1.016323,-0.000018,0.000018,0.001771
dos_light,iteration_3,35,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,35,2,1.014656,1.009347,-0.005309,0.005309,0.523232
dos_light,iteration_3,36,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,36,2,1.007826,1.007783,-0.000043,0.000043,0.004267
dos_light,iteration_3,36,3,1.005083,1.005038,-0.000045,0.000045,0.004477
dos_light,iteration_3,38,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,38,2,1.010904,1.009281,-0.001623,0.001623,0.160549
dos_light,iteration_3,38,3,1.009165,1.006532,-0.002633,0.002633,0.260909
dos_light,iteration_3,38,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_light,iteration_3,38,5,1.006949,0.000000,-1.006949,1.006949,100.000000
dos_light,iteration_3,39,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,39,2,1.011185,1.010986,-0.000199,0.000199,0.019680
dos_light,iteration_3,39,3,1.009516,1.009372,-0.000144,0.000144,0.014264
dos_light,iteration_3,39,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,39,5,1.007365,1.006977,-0.000388,0.000388,0.038516
dos_light,iteration_3,40,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,40,2,1.011585,1.011403,-0.000182,0.000182,0.017992
dos_light,iteration_3,40,3,1.009579,1.009451,-0.000128,0.000128,0.012679
dos_light,iteration_3,40,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,40,5,1.007157,1.007171,0.000014,0.000014,0.001390
dos_light,iteration_3,41,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,41,2,1.010168,1.015121,0.004953,0.004953,0.490314
dos_light,iteration_3,41,3,1.008223,0.000000,-1.008223,1.008223,100.000000
dos_light,iteration_3,41,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_light,iteration_3,41,5,1.007106,0.000000,-1.007106,1.007106,100.000000
dos_light,iteration_3,43,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,43,2,1.015486,1.015348,-0.000138,0.000138,0.013590
dos_light,iteration_3,44,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,44,2,1.009928,1.007661,-0.002267,0.002267,0.224471
dos_light,iteration_3,44,3,1.007516,1.004504,-0.003012,0.003012,0.298953
dos_light,iteration_3,45,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,45,2,1.010169,1.009732,-0.000437,0.000437,0.043260
dos_light,iteration_3,45,3,1.007701,1.007244,-0.000457,0.000457,0.045351
dos_light,iteration_3,47,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,47,2,1.010244,1.010499,0.000255,0.000255,0.025241
dos_light,iteration_3,47,3,1.008820,1.009012,0.000192,0.000192,0.019032
dos_light,iteration_3,47,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,47,5,1.006876,1.006890,0.000014,0.000014,0.001390
dos_light,iteration_3,49,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,50,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,51,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,51,2,1.014575,1.014594,0.000019,0.000019,0.001873
dos_light,iteration_3,52,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,52,2,1.014193,1.008791,-0.005402,0.005402,0.532640
dos_light,iteration_3,53,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,53,2,1.010143,1.010130,-0.000013,0.000013,0.001287
dos_light,iteration_3,53,3,1.007726,1.007705,-0.000021,0.000021,0.002084
dos_light,iteration_3,54,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,54,2,1.009120,1.010489,0.001369,0.001369,0.135663
dos_light,iteration_3,54,3,1.006742,1.008845,0.002103,0.002103,0.208892
dos_light,iteration_3,55,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,55,2,1.011479,1.011256,-0.000223,0.000223,0.022047
dos_light,iteration_3,55,3,1.009490,1.009322,-0.000168,0.000168,0.016642
dos_light,iteration_3,55,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,55,5,1.007307,1.007296,-0.000011,0.000011,0.001092
dos_light,iteration_3,56,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,56,2,1.011755,0.000000,-1.011755,1.011755,100.000000
dos_light,iteration_3,56,3,1.009887,0.000000,-1.009887,1.009887,100.000000
dos_light,iteration_3,56,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_light,iteration_3,56,5,1.007290,0.000000,-1.007290,1.007290,100.000000
dos_light,iteration_3,57,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,58,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,59,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,59,2,1.015753,1.015750,-0.000003,0.000003,0.000295
dos_light,iteration_3,60,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,60,2,1.014531,1.009659,-0.004872,0.004872,0.480222
dos_light,iteration_3,61,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,61,2,1.005355,1.005425,0.000070,0.000070,0.006963
dos_light,iteration_3,61,3,1.002150,1.002235,0.000085,0.000085,0.008482
dos_light,iteration_3,62,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,62,2,1.007701,1.009852,0.002151,0.002151,0.213456
dos_light,iteration_3,62,3,1.005101,1.008329,0.003228,0.003228,0.321162
dos_light,iteration_3,63,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,63,2,1.011701,1.011495,-0.000206,0.000206,0.020362
dos_light,iteration_3,63,3,1.010018,1.009879,-0.000139,0.000139,0.013762
dos_light,iteration_3,63,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,63,5,1.007217,1.007222,0.000005,0.000005,0.000496
dos_light,iteration_3,64,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,64,2,1.010355,0.000000,-1.010355,1.010355,100.000000
dos_light,iteration_3,64,3,1.008601,0.000000,-1.008601,1.008601,100.000000
dos_light,iteration_3,64,4,1.010000,0.000000,-1.010000,1.010000,100.000000
dos_light,iteration_3,64,5,1.006842,0.000000,-1.006842,1.006842,100.000000
dos_light,iteration_3,65,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,66,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,66,2,1.014944,1.014933,-0.000011,0.000011,0.001084
dos_light,iteration_3,67,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,67,2,1.014342,1.007677,-0.006665,0.006665,0.657076
dos_light,iteration_3,68,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,68,2,1.008655,1.008679,0.000024,0.000024,0.002379
dos_light,iteration_3,68,3,1.005968,1.006006,0.000038,0.000038,0.003777
dos_light,iteration_3,69,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,69,2,1.008186,1.010330,0.002144,0.002144,0.212659
dos_light,iteration_3,69,3,1.005087,1.008307,0.003220,0.003220,0.320370
dos_light,iteration_3,70,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,70,2,1.010233,1.010025,-0.000208,0.000208,0.020589
dos_light,iteration_3,70,3,1.008603,1.008461,-0.000142,0.000142,0.014079
dos_light,iteration_3,70,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,70,5,1.006759,1.006763,0.000004,0.000004,0.000397
dos_light,iteration_3,72,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,73,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,75,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,75,2,1.015681,1.009987,-0.005694,0.005694,0.560609
dos_light,iteration_3,76,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,76,2,1.007589,1.007663,0.000074,0.000074,0.007344
dos_light,iteration_3,76,3,1.004869,1.004941,0.000072,0.000072,0.007165
dos_light,iteration_3,77,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,77,2,1.008005,1.010056,0.002051,0.002051,0.203471
dos_light,iteration_3,77,3,1.005332,1.008410,0.003078,0.003078,0.306168
dos_light,iteration_3,78,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,78,2,1.010075,1.009965,-0.000110,0.000110,0.010890
dos_light,iteration_3,78,3,1.008354,1.008355,0.000001,0.000001,0.000099
dos_light,iteration_3,78,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,78,5,1.007014,1.006582,-0.000432,0.000432,0.042899
dos_light,iteration_3,79,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,79,2,1.010502,1.009871,-0.000631,0.000631,0.062444
dos_light,iteration_3,79,3,1.008602,1.008215,-0.000387,0.000387,0.038370
dos_light,iteration_3,79,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,79,5,1.007288,1.007013,-0.000275,0.000275,0.027301
dos_light,iteration_3,80,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,80,2,1.010079,1.009871,-0.000208,0.000208,0.020592
dos_light,iteration_3,80,3,1.008626,1.008215,-0.000411,0.000411,0.040749
dos_light,iteration_3,80,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_3,80,5,1.006838,1.007013,0.000175,0.000175,0.017381
dos_light,iteration_3,81,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,83,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,86,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,88,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,88,2,1.015027,1.015027,0.000000,0.000000,0.000000
dos_light,iteration_3,89,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,89,2,1.015240,1.015266,0.000026,0.000026,0.002561
dos_light,iteration_3,90,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,90,2,1.015713,1.015693,-0.000020,0.000020,0.001969
dos_light,iteration_3,91,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,91,2,1.009921,1.009926,0.000005,0.000005,0.000495
dos_light,iteration_3,91,3,1.007838,1.007833,-0.000005,0.000005,0.000496
dos_light,iteration_3,92,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_3,92,2,1.009361,1.009387,0.000026,0.000026,0.002576
dos_light,iteration_3,92,3,1.006937,1.006963,0.000026,0.000026,0.002582
dos_heavy,iteration_1,13,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,13,2,1.010627,1.010686,0.000059,0.000059,0.005838
dos_heavy,iteration_1,13,3,1.008884,1.008975,0.000091,0.000091,0.009020
dos_heavy,iteration_1,13,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,13,5,1.007553,1.007170,-0.000383,0.000383,0.038013
dos_heavy,iteration_1,14,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,14,2,1.009775,1.009964,0.000189,0.000189,0.018717
dos_heavy,iteration_1,14,3,1.008216,1.008480,0.000264,0.000264,0.026185
dos_heavy,iteration_1,14,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,14,5,1.006861,1.006860,-0.000001,0.000001,0.000099
dos_heavy,iteration_1,15,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,15,2,1.010507,1.010520,0.000013,0.000013,0.001286
dos_heavy,iteration_1,15,3,1.008649,1.008667,0.000018,0.000018,0.001785
dos_heavy,iteration_1,15,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,15,5,1.007392,1.006862,-0.000530,0.000530,0.052611
dos_heavy,iteration_1,16,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,16,2,1.010130,1.010100,-0.000030,0.000030,0.002970
dos_heavy,iteration_1,16,3,1.008286,1.008266,-0.000020,0.000020,0.001984
dos_heavy,iteration_1,16,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,16,5,1.006847,1.007396,0.000549,0.000549,0.054527
dos_heavy,iteration_1,17,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,17,2,1.010892,1.010777,-0.000115,0.000115,0.011376
dos_heavy,iteration_1,17,3,1.008819,1.008674,-0.000145,0.000145,0.014373
dos_heavy,iteration_1,17,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,17,5,1.007088,1.006847,-0.000241,0.000241,0.023930
dos_heavy,iteration_1,18,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,18,2,1.009973,1.009992,0.000019,0.000019,0.001881
dos_heavy,iteration_1,18,3,1.008443,1.008460,0.000017,0.000017,0.001686
dos_heavy,iteration_1,18,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,18,5,1.007381,1.007083,-0.000298,0.000298,0.029582
dos_heavy,iteration_1,19,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,19,2,1.010699,1.010682,-0.000017,0.000017,0.001682
dos_heavy,iteration_1,19,3,1.009129,1.009123,-0.000006,0.000006,0.000595
dos_heavy,iteration_1,19,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,19,5,1.007112,1.007381,0.000269,0.000269,0.026710
dos_heavy,iteration_1,20,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,20,2,1.010652,1.010628,-0.000024,0.000024,0.002375
dos_heavy,iteration_1,20,3,1.008533,1.008506,-0.000027,0.000027,0.002677
dos_heavy,iteration_1,20,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,20,5,1.006787,1.006786,-0.000001,0.000001,0.000099
dos_heavy,iteration_1,21,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,21,2,1.010783,1.010795,0.000012,0.000012,0.001187
dos_heavy,iteration_1,21,3,1.009160,1.009173,0.000013,0.000013,0.001288
dos_heavy,iteration_1,21,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,21,5,1.006730,1.006730,0.000000,0.000000,0.000000
dos_heavy,iteration_1,22,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,22,2,1.010142,1.010126,-0.000016,0.000016,0.001584
dos_heavy,iteration_1,22,3,1.008437,1.008424,-0.000013,0.000013,0.001289
dos_heavy,iteration_1,22,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,22,5,1.007068,1.007065,-0.000003,0.000003,0.000298
dos_heavy,iteration_1,23,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,23,2,1.011480,1.010126,-0.001354,0.001354,0.133863
dos_heavy,iteration_1,23,3,1.009375,1.008424,-0.000951,0.000951,0.094217
dos_heavy,iteration_1,23,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,23,5,1.006774,1.007065,0.000291,0.000291,0.028904
dos_heavy,iteration_1,25,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,25,2,1.010008,1.010126,0.000118,0.000118,0.011683
dos_heavy,iteration_1,25,3,1.008547,1.008424,-0.000123,0.000123,0.012196
dos_heavy,iteration_1,25,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_heavy,iteration_1,25,5,1.007456,1.007065,-0.000391,0.000391,0.038811
