scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),field_breaker_actual (-),dt_breaker_cmd (-),false_control_action (-)
mitm,iteration_2,10,13,3,0,0,0
mitm,iteration_2,11,14,1,1,0,1
mitm,iteration_2,11,14,2,1,1,0
mitm,iteration_2,11,14,3,1,0,1
mitm,iteration_2,11,14,4,1,1,0
mitm,iteration_2,11,14,5,1,1,0
mitm,iteration_2,12,15,1,1,1,0
mitm,iteration_2,12,15,2,1,1,0
mitm,iteration_2,12,15,3,1,0,1
mitm,iteration_2,12,15,4,0,1,1
mitm,iteration_2,13,16,1,1,1,0
mitm,iteration_2,13,16,2,0,1,1
mitm,iteration_2,14,17,1,0,1,1
mitm,iteration_2,15,18,1,1,1,0
mitm,iteration_2,15,18,2,1,1,0
mitm,iteration_2,15,18,3,0,1,1
mitm,iteration_2,16,19,1,1,0,1
mitm,iteration_2,16,19,2,1,0,1
mitm,iteration_2,16,19,3,0,0,0
mitm,iteration_2,17,20,1,1,0,1
mitm,iteration_2,17,20,2,1,0,1
mitm,iteration_2,17,20,3,1,0,1
mitm,iteration_2,17,20,4,1,1,0
mitm,iteration_2,17,20,5,1,1,0
mitm,iteration_2,18,21,1,1,1,0
mitm,iteration_2,18,21,2,1,0,1
mitm,iteration_2,18,21,3,1,0,1
mitm,iteration_2,18,21,4,1,1,0
mitm,iteration_2,18,21,5,1,1,0
mitm,iteration_2,19,22,1,0,1,1
mitm,iteration_2,20,23,1,0,1,1
mitm,iteration_2,21,24,1,1,1,0
mitm,iteration_2,21,24,2,0,1,1
mitm,iteration_2,22,25,1,1,1,0
mitm,iteration_2,22,25,2,0,1,1
mitm,iteration_2,23,26,1,1,1,0
mitm,iteration_2,23,26,2,1,1,0
mitm,iteration_2,23,26,3,0,1,1
mitm,iteration_2,24,27,1,1,0,1
mitm,iteration_2,24,27,2,1,0,1
mitm,iteration_2,24,27,3,0,0,0
mitm,iteration_2,25,28,1,1,0,1
mitm,iteration_2,25,28,2,1,0,1
mitm,iteration_2,25,28,3,1,0,1
mitm,iteration_2,25,28,4,1,1,0
mitm,iteration_2,25,28,5,1,1,0
mitm,iteration_2,26,29,1,1,1,0
mitm,iteration_2,26,29,2,1,0,1
mitm,iteration_2,26,29,3,1,0,1
mitm,iteration_2,26,29,4,1,1,0
mitm,iteration_2,26,29,5,1,1,0
mitm,iteration_2,27,30,1,0,1,1
mitm,iteration_2,28,31,1,0,1,1
mitm,iteration_2,29,32,1,1,1,0
mitm,iteration_2,29,32,2,0,1,1
mitm,iteration_2,30,33,1,1,1,0
mitm,iteration_2,30,33,2,0,1,1
mitm,iteration_2,31,34,1,1,1,0
mitm,iteration_2,31,34,2,1,1,0
mitm,iteration_2,31,34,3,0,1,1
mitm,iteration_2,32,35,1,1,0,1
mitm,iteration_2,32,35,2,1,0,1
mitm,iteration_2,32,35,3,0,0,0
mitm,iteration_2,33,36,1,1,0,1
mitm,iteration_2,33,36,2,1,0,1
mitm,iteration_2,33,36,3,1,0,1
mitm,iteration_2,33,36,4,1,0,1
mitm,iteration_2,33,36,5,1,1,0
mitm,iteration_2,34,37,1,1,1,0
mitm,iteration_2,34,37,2,1,0,1
mitm,iteration_2,34,37,3,1,0,1
mitm,iteration_2,34,37,4,1,1,0
mitm,iteration_2,34,37,5,1,1,0
mitm,iteration_2,35,38,1,0,1,1
mitm,iteration_2,36,39,1,0,1,1
mitm,iteration_2,37,40,1,1,1,0
mitm,iteration_2,37,40,2,0,1,1
mitm,iteration_2,38,41,1,1,1,0
mitm,iteration_2,38,41,2,0,1,1
mitm,iteration_2,39,42,1,1,1,0
mitm,iteration_2,39,42,2,1,1,0
mitm,iteration_2,39,42,3,0,1,1
mitm,iteration_2,40,43,1,1,0,1
mitm,iteration_2,40,43,2,1,0,1
mitm,iteration_2,40,43,3,0,0,0
mitm,iteration_2,41,44,1,1,1,0
mitm,iteration_2,41,44,2,1,0,1
mitm,iteration_2,41,44,3,1,1,0
mitm,iteration_2,41,44,4,1,1,0
mitm,iteration_2,41,44,5,1,1,0
mitm,iteration_2,42,45,1,1,1,0
mitm,iteration_2,42,45,2,1,0,1
mitm,iteration_2,42,45,3,1,0,1
mitm,iteration_2,42,45,4,0,1,1
mitm,iteration_2,43,46,1,0,1,1
mitm,iteration_2,44,47,1,0,1,1
mitm,iteration_2,45,48,1,1,1,0
mitm,iteration_2,45,48,2,0,1,1
mitm,iteration_2,46,49,1,1,1,0
mitm,iteration_2,46,49,2,0,1,1
mitm,iteration_2,47,50,1,1,1,0
mitm,iteration_2,47,50,2,1,1,0
mitm,iteration_2,47,50,3,0,1,1
mitm,iteration_2,48,51,1,1,0,1
mitm,iteration_2,48,51,2,1,0,1
mitm,iteration_2,48,51,3,0,0,0
mitm,iteration_2,49,52,1,1,0,1
mitm,iteration_2,49,52,2,1,0,1
mitm,iteration_2,49,52,3,1,0,1
mitm,iteration_2,49,52,4,1,1,0
mitm,iteration_2,49,52,5,1,1,0
mitm,iteration_2,50,53,1,1,1,0
mitm,iteration_2,50,53,2,1,1,0
mitm,iteration_2,50,53,3,1,0,1
mitm,iteration_2,50,53,4,1,1,0
mitm,iteration_2,50,53,5,1,1,0
mitm,iteration_2,51,54,1,1,1,0
mitm,iteration_2,51,54,2,0,0,0
mitm,iteration_2,52,55,1,0,0,0
mitm,iteration_2,53,56,1,1,1,0
mitm,iteration_2,53,56,2,1,1,0
mitm,iteration_2,53,56,3,0,0,0
mitm,iteration_2,54,57,1,1,1,0
mitm,iteration_2,54,57,2,0,0,0
mitm,iteration_2,55,58,1,0,1,1
mitm,iteration_2,56,59,1,1,1,0
mitm,iteration_2,56,59,2,1,1,0
mitm,iteration_2,56,59,3,0,1,1
mitm,iteration_2,57,60,1,1,0,1
mitm,iteration_2,57,60,2,0,0,0
mitm,iteration_2,58,61,1,1,0,1
mitm,iteration_2,58,61,2,1,0,1
mitm,iteration_2,58,61,3,1,0,1
mitm,iteration_2,58,61,4,1,1,0
mitm,iteration_2,58,61,5,1,1,0
mitm,iteration_2,59,62,1,1,1,0
mitm,iteration_2,59,62,2,1,0,1
mitm,iteration_2,59,62,3,1,0,1
mitm,iteration_2,59,62,4,1,1,0
mitm,iteration_2,59,62,5,1,1,0
mitm,iteration_2,60,63,1,0,1,1
mitm,iteration_2,61,64,1,0,1,1
mitm,iteration_2,62,65,1,1,1,0
mitm,iteration_2,62,65,2,0,1,1
mitm,iteration_2,63,66,1,1,1,0
mitm,iteration_2,63,66,2,0,1,1
mitm,iteration_2,64,67,1,1,1,0
mitm,iteration_2,64,67,2,1,1,0
mitm,iteration_2,64,67,3,0,1,1
mitm,iteration_2,65,68,1,1,0,1
mitm,iteration_2,65,68,2,1,0,1
mitm,iteration_2,65,68,3,0,0,0
mitm,iteration_2,66,69,1,1,0,1
mitm,iteration_2,66,69,2,1,0,1
mitm,iteration_2,66,69,3,1,0,1
mitm,iteration_2,66,69,4,1,1,0
mitm,iteration_2,66,69,5,1,1,0
mitm,iteration_2,67,70,1,1,1,0
mitm,iteration_2,67,70,2,1,0,1
mitm,iteration_2,67,70,3,1,0,1
mitm,iteration_2,67,70,4,1,0,1
mitm,iteration_2,67,70,5,1,1,0
mitm,iteration_2,68,71,1,0,1,1
mitm,iteration_2,69,72,1,0,1,1
mitm,iteration_2,70,73,1,1,1,0
mitm,iteration_2,70,73,2,0,1,1
mitm,iteration_2,71,74,1,1,1,0
mitm,iteration_2,71,74,2,0,0,0
mitm,iteration_2,72,75,1,1,1,0
mitm,iteration_2,72,75,2,1,1,0
mitm,iteration_2,72,75,3,0,1,1
mitm,iteration_2,73,76,1,1,1,0
mitm,iteration_2,73,76,2,1,1,0
mitm,iteration_2,73,76,3,0,1,1
mitm,iteration_2,74,77,1,1,1,0
mitm,iteration_2,74,77,2,0,1,1
mitm,iteration_2,75,78,1,1,1,0
mitm,iteration_2,75,78,2,1,1,0
mitm,iteration_2,75,78,3,1,1,0
mitm,iteration_2,75,78,4,0,1,1
mitm,iteration_2,76,79,1,1,0,1
mitm,iteration_2,76,79,2,1,0,1
mitm,iteration_2,76,79,3,1,0,1
mitm,iteration_2,76,79,4,0,1,1
mitm,iteration_2,77,80,1,1,0,1
mitm,iteration_2,77,80,2,1,0,1
mitm,iteration_2,77,80,3,1,0,1
mitm,iteration_2,77,80,4,1,1,0
mitm,iteration_2,77,80,5,1,1,0
mitm,iteration_2,78,82,1,0,0,0
mitm,iteration_2,79,83,1,0,1,1
mitm,iteration_2,80,84,1,0,1,1
mitm,iteration_2,81,86,1,0,1,1
mitm,iteration_2,82,87,1,0,0,0
mitm,iteration_2,83,88,1,1,0,1
mitm,iteration_2,83,88,2,1,0,1
mitm,iteration_2,83,88,3,1,0,1
mitm,iteration_2,83,88,4,1,1,0
mitm,iteration_2,83,88,5,1,1,0
mitm,iteration_2,84,89,1,1,1,0
mitm,iteration_2,84,89,2,0,0,0
mitm,iteration_2,85,90,1,0,1,1
mitm,iteration_2,86,91,1,0,1,1
mitm,iteration_2,87,92,1,1,1,0
mitm,iteration_2,87,92,2,0,1,1
mitm,iteration_2,88,93,1,1,1,0
mitm,iteration_2,88,93,2,0,1,1
mitm,iteration_3,10,14,1,1,1,0
mitm,iteration_3,10,14,2,0,0,0
mitm,iteration_3,11,15,1,0,1,1
mitm,iteration_3,12,16,1,1,1,0
mitm,iteration_3,12,16,2,1,1,0
mitm,iteration_3,12,16,3,0,0,0
mitm,iteration_3,13,17,1,1,1,0
mitm,iteration_3,13,17,2,0,1,1
mitm,iteration_3,14,18,1,1,0,1
mitm,iteration_3,14,18,2,1,0,1
mitm,iteration_3,14,18,3,1,1,0
mitm,iteration_3,14,18,4,0,0,0
mitm,iteration_3,15,19,1,1,0,1
mitm,iteration_3,15,19,2,1,0,1
mitm,iteration_3,15,19,3,0,0,0
mitm,iteration_3,16,20,1,1,1,0
mitm,iteration_3,16,20,2,1,0,1
mitm,iteration_3,16,20,3,1,1,0
mitm,iteration_3,16,20,4,1,0,1
mitm,iteration_3,16,20,5,1,1,0
mitm,iteration_3,17,21,1,0,1,1
mitm,iteration_3,18,22,1,0,1,1
mitm,iteration_3,19,23,1,1,1,0
mitm,iteration_3,19,23,2,0,1,1
mitm,iteration_3,20,24,1,1,1,0
mitm,iteration_3,20,24,2,0,1,1
mitm,iteration_3,21,25,1,1,1,0
mitm,iteration_3,21,25,2,1,1,0
mitm,iteration_3,21,25,3,1,1,0
mitm,iteration_3,21,25,4,0,1,1
mitm,iteration_3,22,26,1,1,0,1
mitm,iteration_3,22,26,2,1,0,1
mitm,iteration_3,22,26,3,0,0,0
mitm,iteration_3,23,27,1,1,0,1
mitm,iteration_3,23,27,2,1,0,1
mitm,iteration_3,23,27,3,1,0,1
mitm,iteration_3,23,27,4,1,1,0
mitm,iteration_3,23,27,5,1,1,0
mitm,iteration_3,24,28,1,1,1,0
mitm,iteration_3,24,28,2,1,0,1
mitm,iteration_3,24,28,3,1,0,1
mitm,iteration_3,24,28,4,1,1,0
mitm,iteration_3,24,28,5,1,1,0
mitm,iteration_3,25,29,1,0,1,1
mitm,iteration_3,26,30,1,0,1,1
mitm,iteration_3,27,31,1,1,1,0
mitm,iteration_3,27,31,2,0,1,1
mitm,iteration_3,28,32,1,1,1,0
mitm,iteration_3,28,32,2,0,1,1
mitm,iteration_3,29,33,1,1,1,0
mitm,iteration_3,29,33,2,1,1,0
mitm,iteration_3,29,33,3,0,1,1
mitm,iteration_3,30,34,1,1,1,0
mitm,iteration_3,30,34,2,1,0,1
mitm,iteration_3,30,34,3,0,0,0
mitm,iteration_3,31,35,1,1,0,1
mitm,iteration_3,31,35,2,1,0,1
mitm,iteration_3,31,35,3,1,0,1
mitm,iteration_3,31,35,4,1,1,0
mitm,iteration_3,31,35,5,1,1,0
mitm,iteration_3,32,36,1,1,1,0
mitm,iteration_3,32,36,2,1,1,0
mitm,iteration_3,32,36,3,1,0,1
mitm,iteration_3,32,36,4,1,1,0
mitm,iteration_3,32,36,5,1,1,0
mitm,iteration_3,33,37,1,1,1,0
mitm,iteration_3,33,37,2,0,0,0
mitm,iteration_3,34,38,1,0,1,1
mitm,iteration_3,35,39,1,1,1,0
mitm,iteration_3,35,39,2,1,1,0
mitm,iteration_3,35,39,3,0,0,0
mitm,iteration_3,36,40,1,1,1,0
mitm,iteration_3,36,40,2,0,0,0
mitm,iteration_3,37,41,1,1,0,1
mitm,iteration_3,37,41,2,1,0,1
mitm,iteration_3,37,41,3,1,1,0
mitm,iteration_3,37,41,4,1,1,0
mitm,iteration_3,37,41,5,1,1,0
mitm,iteration_3,38,42,1,1,1,0
mitm,iteration_3,38,42,2,1,1,0
mitm,iteration_3,38,42,3,0,0,0
mitm,iteration_3,39,43,1,1,1,0
mitm,iteration_3,39,43,2,0,0,0
mitm,iteration_3,40,44,1,0,1,1
mitm,iteration_3,41,45,1,1,1,0
mitm,iteration_3,41,45,2,1,1,0
mitm,iteration_3,41,45,3,0,1,1
mitm,iteration_3,42,46,1,1,0,1
mitm,iteration_3,42,46,2,0,0,0
mitm,iteration_3,43,47,1,1,0,1
mitm,iteration_3,43,47,2,1,0,1
mitm,iteration_3,43,47,3,1,0,1
mitm,iteration_3,43,47,4,1,1,0
mitm,iteration_3,43,47,5,1,1,0
mitm,iteration_3,44,48,1,1,1,0
mitm,iteration_3,44,48,2,1,0,1
mitm,iteration_3,44,48,3,1,0,1
mitm,iteration_3,44,48,4,1,1,0
mitm,iteration_3,44,48,5,1,1,0
mitm,iteration_3,45,49,1,0,1,1
mitm,iteration_3,46,50,1,0,1,1
mitm,iteration_3,47,51,1,1,1,0
mitm,iteration_3,47,51,2,0,1,1
mitm,iteration_3,48,52,1,1,1,0
mitm,iteration_3,48,52,2,0,1,1
mitm,iteration_3,49,53,1,1,1,0
mitm,iteration_3,49,53,2,1,1,0
mitm,iteration_3,49,53,3,0,1,1
mitm,iteration_3,50,54,1,1,0,1
mitm,iteration_3,50,54,2,1,0,1
mitm,iteration_3,50,54,3,0,0,0
mitm,iteration_3,51,55,1,1,0,1
mitm,iteration_3,51,55,2,1,0,1
mitm,iteration_3,51,55,3,1,0,1
mitm,iteration_3,51,55,4,1,1,0
mitm,iteration_3,51,55,5,1,1,0
mitm,iteration_3,52,56,1,1,1,0
mitm,iteration_3,52,56,2,1,0,1
mitm,iteration_3,52,56,3,1,0,1
mitm,iteration_3,52,56,4,1,1,0
mitm,iteration_3,52,56,5,1,1,0
mitm,iteration_3,53,57,1,0,1,1
mitm,iteration_3,54,58,1,0,1,1
mitm,iteration_3,55,59,1,1,1,0
mitm,iteration_3,55,59,2,0,1,1
mitm,iteration_3,56,60,1,1,1,0
mitm,iteration_3,56,60,2,0,1,1
mitm,iteration_3,57,61,1,1,1,0
mitm,iteration_3,57,61,2,1,1,0
mitm,iteration_3,57,61,3,0,1,1
mitm,iteration_3,58,62,1,1,0,1
mitm,iteration_3,58,62,2,1,0,1
mitm,iteration_3,58,62,3,0,0,0
mitm,iteration_3,59,63,1,1,1,0
mitm,iteration_3,59,63,2,1,0,1
mitm,iteration_3,59,63,3,1,0,1
mitm,iteration_3,59,63,4,1,1,0
mitm,iteration_3,59,63,5,1,1,0
mitm,iteration_3,60,64,1,1,1,0
mitm,iteration_3,60,64,2,1,0,1
mitm,iteration_3,60,64,3,1,0,1
mitm,iteration_3,60,64,4,1,1,0
mitm,iteration_3,60,64,5,1,1,0
mitm,iteration_3,61,65,1,0,1,1
mitm,iteration_3,62,66,1,1,1,0
mitm,iteration_3,62,66,2,0,1,1
mitm,iteration_3,63,67,1,1,1,0
mitm,iteration_3,63,67,2,0,1,1
mitm,iteration_3,64,68,1,1,1,0
mitm,iteration_3,64,68,2,1,1,0
mitm,iteration_3,64,68,3,0,1,1
mitm,iteration_3,65,69,1,1,0,1
mitm,iteration_3,65,69,2,1,0,1
mitm,iteration_3,65,69,3,0,0,0
mitm,iteration_3,66,70,1,1,0,1
mitm,iteration_3,66,70,2,1,0,1
mitm,iteration_3,66,70,3,1,0,1
mitm,iteration_3,66,70,4,1,1,0
mitm,iteration_3,66,70,5,1,1,0
mitm,iteration_3,67,71,1,1,1,0
mitm,iteration_3,67,71,2,1,0,1
mitm,iteration_3,67,71,3,1,0,1
mitm,iteration_3,67,71,4,1,1,0
mitm,iteration_3,67,71,5,1,1,0
mitm,iteration_3,68,72,1,0,1,1
mitm,iteration_3,69,73,1,0,1,1
mitm,iteration_3,70,74,1,1,1,0
mitm,iteration_3,70,74,2,0,1,1
mitm,iteration_3,71,75,1,1,1,0
mitm,iteration_3,71,75,2,0,1,1
mitm,iteration_3,72,76,1,1,1,0
mitm,iteration_3,72,76,2,1,1,0
mitm,iteration_3,72,76,3,0,1,1
mitm,iteration_3,73,77,1,1,0,1
mitm,iteration_3,73,77,2,1,0,1
mitm,iteration_3,73,77,3,0,0,0
mitm,iteration_3,74,78,1,1,0,1
mitm,iteration_3,74,78,2,1,0,1
mitm,iteration_3,74,78,3,1,0,1
mitm,iteration_3,74,78,4,1,0,1
mitm,iteration_3,74,78,5,1,1,0
mitm,iteration_3,75,79,1,1,1,0
mitm,iteration_3,75,79,2,1,0,1
mitm,iteration_3,75,79,3,1,0,1
mitm,iteration_3,75,79,4,1,1,0
mitm,iteration_3,75,79,5,1,1,0
mitm,iteration_3,76,80,1,0,1,1
mitm,iteration_3,77,81,1,0,1,1
mitm,iteration_3,78,82,1,1,1,0
mitm,iteration_3,78,82,2,0,1,1
mitm,iteration_3,79,83,1,1,1,0
mitm,iteration_3,79,83,2,0,1,1
mitm,iteration_3,80,84,1,1,1,0
mitm,iteration_3,80,84,2,0,1,1
mitm,iteration_3,81,85,1,1,1,0
mitm,iteration_3,81,85,2,0,1,1
mitm,iteration_3,82,86,1,1,1,0
mitm,iteration_3,82,86,2,1,1,0
mitm,iteration_3,82,86,3,0,1,1
mitm,iteration_3,83,87,1,1,1,0
mitm,iteration_3,83,87,2,1,1,0
mitm,iteration_3,83,87,3,0,1,1
mitm,iteration_3,84,88,1,1,1,0
mitm,iteration_3,84,88,2,1,1,0
mitm,iteration_3,84,88,3,1,1,0
mitm,iteration_3,84,88,4,0,1,1
mitm,iteration_3,85,89,1,1,0,1
mitm,iteration_3,85,89,2,1,0,1
mitm,iteration_3,85,89,3,1,0,1
mitm,iteration_3,85,89,4,1,1,0
mitm,iteration_3,85,89,5,1,1,0
mitm,iteration_3,86,90,1,1,1,0
mitm,iteration_3,86,90,2,1,0,1
mitm,iteration_3,86,90,3,1,0,1
mitm,iteration_3,86,90,4,1,1,0
mitm,iteration_3,86,90,5,1,1,0
mitm,iteration_3,87,91,1,1,1,0
mitm,iteration_3,87,91,2,1,0,1
mitm,iteration_3,87,91,3,1,0,1
mitm,iteration_3,87,91,4,1,1,0
mitm,iteration_3,87,91,5,1,1,0
mitm,iteration_3,88,92,1,0,1,1
mitm,iteration_3,89,93,1,1,1,0
mitm,iteration_3,89,93,2,0,1,1
