Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-17 01:08:34] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, PF=0.0000, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-17 01:14:24] [iter 88] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=861.6667 A, PF=0.9853, V_out=1.0230 pu, I_out=861.6667 A, V_DT=1.0200 pu, P=165.4767 MW, Q=28.6906 MVar
[2026-05-17 01:14:24] [iter 88] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=374.4000 A, PF=0.9625, V_out=1.0130 pu, I_out=374.4000 A, V_DT=1.0111 pu, P=69.5504 MW, Q=19.6028 MVar
[2026-05-17 01:14:24] [iter 88] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=435.8667 A, PF=0.9479, V_out=1.0100 pu, I_out=435.8667 A, V_DT=1.0085 pu, P=79.5043 MW, Q=26.7196 MVar
[2026-05-17 01:14:24] [iter 88] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=491.8667 A, PF=0.8496, V_out=1.0090 pu, I_out=491.8667 A, V_DT=1.0100 pu, P=80.3353 MW, Q=49.8718 MVar
[2026-05-17 01:14:24] [iter 88] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=513.4000 A, PF=0.9580, V_out=1.0090 pu, I_out=513.4000 A, V_DT=1.0080 pu, P=94.5509 MW, Q=28.3029 MVar


[2026-05-17 01:14:28] [iter 89] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=672.4333 A, PF=0.9624, V_out=1.0160 pu, I_out=672.4333 A, V_DT=1.0200 pu, P=125.2714 MW, Q=35.3577 MVar
[2026-05-17 01:14:28] [iter 89] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=289.3000 A, PF=0.9122, V_out=1.0110 pu, I_out=289.3000 A, V_DT=1.0106 pu, P=50.8327 MW, Q=22.8332 MVar
[2026-05-17 01:14:28] [iter 89] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=353.7333 A, PF=0.9403, V_out=1.0100 pu, I_out=353.7333 A, V_DT=1.0078 pu, P=64.0055 MW, Q=23.1671 MVar
[2026-05-17 01:14:28] [iter 89] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=465.6333 A, PF=0.8967, V_out=1.0090 pu, I_out=465.6333 A, V_DT=1.0100 pu, P=80.2668 MW, Q=39.6221 MVar
[2026-05-17 01:14:28] [iter 89] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=491.4333 A, PF=0.9587, V_out=1.0060 pu, I_out=491.4333 A, V_DT=1.0079 pu, P=90.3023 MW, Q=26.7901 MVar


[2026-05-17 01:14:32] [iter 90] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=787.3667 A, PF=0.9786, V_out=1.0220 pu, I_out=787.3667 A, V_DT=1.0200 pu, P=150.0329 MW, Q=31.5477 MVar
[2026-05-17 01:14:32] [iter 90] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=382.4667 A, PF=0.9614, V_out=1.0100 pu, I_out=382.4667 A, V_DT=1.0115 pu, P=70.7575 MW, Q=20.2509 MVar
[2026-05-17 01:14:32] [iter 90] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=363.1000 A, PF=0.9347, V_out=1.0070 pu, I_out=363.1000 A, V_DT=1.0088 pu, P=65.1150 MW, Q=24.7612 MVar
[2026-05-17 01:14:32] [iter 90] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=476.2667 A, PF=0.8696, V_out=1.0110 pu, I_out=476.2667 A, V_DT=1.0100 pu, P=79.7764 MW, Q=45.2968 MVar
[2026-05-17 01:14:32] [iter 90] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=504.7667 A, PF=0.9546, V_out=1.0090 pu, I_out=504.7667 A, V_DT=1.0080 pu, P=92.6310 MW, Q=28.9063 MVar


[2026-05-17 01:14:36] [iter 91] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=778.7333 A, PF=0.9735, V_out=1.0160 pu, I_out=778.7333 A, V_DT=1.0200 pu, P=146.7478 MW, Q=34.4729 MVar
[2026-05-17 01:14:36] [iter 91] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=395.7667 A, PF=0.9772, V_out=1.0100 pu, I_out=395.7667 A, V_DT=1.0110 pu, P=74.4213 MW, Q=16.1699 MVar
[2026-05-17 01:14:36] [iter 91] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=375.2667 A, PF=0.8823, V_out=1.0100 pu, I_out=375.2667 A, V_DT=1.0084 pu, P=63.7134 MW, Q=33.9897 MVar
[2026-05-17 01:14:36] [iter 91] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=459.6333 A, PF=0.9058, V_out=1.0070 pu, I_out=459.6333 A, V_DT=1.0100 pu, P=79.8779 MW, Q=37.3644 MVar
[2026-05-17 01:14:36] [iter 91] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=472.9333 A, PF=0.9771, V_out=1.0050 pu, I_out=472.9333 A, V_DT=1.0079 pu, P=88.4827 MW, Q=19.2687 MVar


[2026-05-17 01:14:40] [iter 92] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=923.5333 A, PF=0.9702, V_out=1.0180 pu, I_out=923.5333 A, V_DT=1.0200 pu, P=173.7861 MW, Q=43.4027 MVar
[2026-05-17 01:14:40] [iter 92] [Bus 2] P/Q/CMD -> V_in=1.0070 pu, I_in=440.9000 A, PF=0.9317, V_out=1.0070 pu, I_out=440.9000 A, V_DT=1.0107 pu, P=78.8132 MW, Q=30.7258 MVar
[2026-05-17 01:14:40] [iter 92] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=475.4667 A, PF=0.8868, V_out=1.0120 pu, I_out=475.4667 A, V_DT=1.0078 pu, P=81.2979 MW, Q=42.3682 MVar
[2026-05-17 01:14:40] [iter 92] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=459.6333 A, PF=0.9058, V_out=1.0070 pu, I_out=459.6333 A, V_DT=1.0100 pu, P=79.8779 MW, Q=37.3644 MVar
[2026-05-17 01:14:40] [iter 92] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=472.9333 A, PF=0.9771, V_out=1.0050 pu, I_out=472.9333 A, V_DT=1.0083 pu, P=88.4827 MW, Q=19.2687 MVar


[2026-05-17 01:14:44] [iter 93] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=923.5333 A, PF=0.9702, V_out=1.0180 pu, I_out=923.5333 A, V_DT=1.0200 pu, P=173.7861 MW, Q=43.4027 MVar
[2026-05-17 01:14:44] [iter 93] [Bus 2] P/Q/CMD -> V_in=1.0070 pu, I_in=440.9000 A, PF=0.9317, V_out=1.0070 pu, I_out=440.9000 A, V_DT=1.0089 pu, P=78.8132 MW, Q=30.7258 MVar
[2026-05-17 01:14:44] [iter 93] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=475.4667 A, PF=0.8868, V_out=1.0120 pu, I_out=475.4667 A, V_DT=1.0058 pu, P=81.2979 MW, Q=42.3682 MVar
[2026-05-17 01:14:44] [iter 93] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=504.4333 A, PF=0.8254, V_out=1.0080 pu, I_out=504.4333 A, V_DT=1.0100 pu, P=79.9617 MW, Q=54.6914 MVar
[2026-05-17 01:14:44] [iter 93] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=489.6667 A, PF=0.9751, V_out=1.0070 pu, I_out=489.6667 A, V_DT=1.0083 pu, P=91.6078 MW, Q=20.8342 MVar


[2026-05-17 01:14:48] [iter 94] [Bus 1] P/Q/CMD -> V_in=1.0260 pu, I_in=769.4333 A, PF=0.9766, V_out=1.0260 pu, I_out=769.4333 A, V_DT=1.0200 pu, P=146.8887 MW, Q=32.3474 MVar
[2026-05-17 01:14:48] [iter 94] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=287.6333 A, PF=0.9618, V_out=1.0060 pu, I_out=287.6333 A, V_DT=1.0089 pu, P=53.0243 MW, Q=15.0921 MVar
[2026-05-17 01:14:48] [iter 94] [Bus 3] P/Q/CMD -> V_in=1.0020 pu, I_in=478.5333 A, PF=0.9340, V_out=1.0020 pu, I_out=478.5333 A, V_DT=1.0058 pu, P=85.3257 MW, Q=32.6387 MVar
[2026-05-17 01:14:48] [iter 94] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=446.6000 A, PF=0.9313, V_out=1.0080 pu, I_out=446.6000 A, V_DT=1.0100 pu, P=79.8771 MW, Q=31.2418 MVar
[2026-05-17 01:14:48] [iter 94] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=453.6667 A, PF=0.9894, V_out=1.0120 pu, I_out=453.6667 A, V_DT=1.0082 pu, P=86.5451 MW, Q=12.7024 MVar


[2026-05-17 01:14:52] [iter 95] [Bus 1] P/Q/CMD -> V_in=1.0150 pu, I_in=835.9000 A, PF=0.9683, V_out=1.0150 pu, I_out=835.9000 A, V_DT=1.0200 pu, P=156.5250 MW, Q=40.3784 MVar
[2026-05-17 01:14:52] [iter 95] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=412.7667 A, PF=0.9278, V_out=1.0130 pu, I_out=412.7667 A, V_DT=1.0110 pu, P=73.9132 MW, Q=29.7212 MVar
[2026-05-17 01:14:52] [iter 95] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=417.0000 A, PF=0.9134, V_out=1.0040 pu, I_out=417.0000 A, V_DT=1.0077 pu, P=72.8591 MW, Q=32.4702 MVar
[2026-05-17 01:14:52] [iter 95] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=490.2667 A, PF=0.8497, V_out=1.0110 pu, I_out=490.2667 A, V_DT=1.0100 pu, P=80.2421 MW, Q=49.7928 MVar
[2026-05-17 01:14:52] [iter 95] [Bus 5] P/Q/CMD -> V_in=1.0010 pu, I_in=486.1333 A, PF=0.9636, V_out=1.0010 pu, I_out=486.1333 A, V_DT=1.0085 pu, P=89.3387 MW, Q=24.7868 MVar


[2026-05-17 01:14:56] [iter 96] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=792.4000 A, PF=0.9833, V_out=1.0220 pu, I_out=792.4000 A, V_DT=1.0200 pu, P=151.7172 MW, Q=28.0803 MVar
[2026-05-17 01:14:56] [iter 96] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=401.9667 A, PF=0.9658, V_out=1.0130 pu, I_out=401.9667 A, V_DT=1.0097 pu, P=74.9273 MW, Q=20.1157 MVar
[2026-05-17 01:14:56] [iter 96] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=340.7333 A, PF=0.9665, V_out=1.0090 pu, I_out=340.7333 A, V_DT=1.0070 pu, P=63.3083 MW, Q=16.8124 MVar
[2026-05-17 01:14:56] [iter 96] [Bus 4] P/Q/CMD -> V_in=1.0170 pu, I_in=440.8000 A, PF=0.9401, V_out=1.0170 pu, I_out=440.8000 A, V_DT=1.0100 pu, P=80.2953 MW, Q=29.1166 MVar
[2026-05-17 01:14:56] [iter 96] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=483.7333 A, PF=0.9831, V_out=1.0070 pu, I_out=483.7333 A, V_DT=1.0081 pu, P=91.2403 MW, Q=16.9904 MVar


[2026-05-17 01:15:00] [iter 97] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=852.1333 A, PF=0.9797, V_out=1.0220 pu, I_out=852.1333 A, V_DT=1.0200 pu, P=162.5567 MW, Q=33.2629 MVar
[2026-05-17 01:15:00] [iter 97] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=394.6000 A, PF=0.9348, V_out=1.0130 pu, I_out=394.6000 A, V_DT=1.0113 pu, P=71.1932 MW, Q=27.0497 MVar
[2026-05-17 01:15:00] [iter 97] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=441.0000 A, PF=0.9669, V_out=1.0080 pu, I_out=441.0000 A, V_DT=1.0090 pu, P=81.8906 MW, Q=21.6101 MVar
[2026-05-17 01:15:00] [iter 97] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=454.0000 A, PF=0.9136, V_out=1.0100 pu, I_out=454.0000 A, V_DT=1.0100 pu, P=79.8154 MW, Q=35.5233 MVar
[2026-05-17 01:15:00] [iter 97] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=466.3333 A, PF=0.9823, V_out=1.0030 pu, I_out=466.3333 A, V_DT=1.0083 pu, P=87.5376 MW, Q=16.6925 MVar


[2026-05-17 01:15:04] [iter 98] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=782.5000 A, PF=0.9729, V_out=1.0200 pu, I_out=782.5000 A, V_DT=1.0200 pu, P=147.9470 MW, Q=35.1621 MVar
[2026-05-17 01:15:04] [iter 98] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=367.4333 A, PF=0.9387, V_out=1.0110 pu, I_out=367.4333 A, V_DT=1.0103 pu, P=66.4370 MW, Q=24.3988 MVar
[2026-05-17 01:15:04] [iter 98] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=402.1000 A, PF=0.9458, V_out=1.0050 pu, I_out=402.1000 A, V_DT=1.0077 pu, P=72.8203 MW, Q=25.0036 MVar
[2026-05-17 01:15:04] [iter 98] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=450.3667 A, PF=0.9247, V_out=1.0110 pu, I_out=450.3667 A, V_DT=1.0100 pu, P=80.2180 MW, Q=33.0255 MVar
[2026-05-17 01:15:04] [iter 98] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=460.6000 A, PF=0.9841, V_out=1.0060 pu, I_out=460.6000 A, V_DT=1.0084 pu, P=86.8789 MW, Q=15.6803 MVar


[2026-05-17 01:15:08] [iter 99] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=920.2667 A, PF=0.9662, V_out=1.0230 pu, I_out=920.2667 A, V_DT=1.0200 pu, P=173.3044 MW, Q=46.2397 MVar
[2026-05-17 01:15:08] [iter 99] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=429.4333 A, PF=0.9069, V_out=1.0090 pu, I_out=429.4333 A, V_DT=1.0107 pu, P=74.8686 MW, Q=34.7840 MVar
[2026-05-17 01:15:08] [iter 99] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=499.6000 A, PF=0.9019, V_out=1.0060 pu, I_out=499.6000 A, V_DT=1.0080 pu, P=86.3639 MW, Q=41.3621 MVar
[2026-05-17 01:15:08] [iter 99] [Bus 4] P/Q/CMD -> V_in=1.0060 pu, I_in=503.0667 A, PF=0.8245, V_out=1.0060 pu, I_out=503.0667 A, V_DT=1.0100 pu, P=79.5001 MW, Q=54.5616 MVar
[2026-05-17 01:15:08] [iter 99] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=478.0000 A, PF=0.9744, V_out=1.0060 pu, I_out=478.0000 A, V_DT=1.0084 pu, P=89.2722 MW, Q=20.5976 MVar


[2026-05-17 01:15:12] [iter 100] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=834.0667 A, PF=0.9601, V_out=1.0160 pu, I_out=834.0667 A, V_DT=1.0200 pu, P=155.0116 MW, Q=45.1516 MVar
[2026-05-17 01:15:12] [iter 100] [Bus 2] P/Q/CMD -> V_in=1.0050 pu, I_in=354.6333 A, PF=0.9023, V_out=1.0050 pu, I_out=354.6333 A, V_DT=1.0086 pu, P=61.2703 MW, Q=29.2742 MVar
[2026-05-17 01:15:12] [iter 100] [Bus 3] P/Q/CMD -> V_in=1.0020 pu, I_in=498.2667 A, PF=0.8964, V_out=1.0020 pu, I_out=498.2667 A, V_DT=1.0056 pu, P=85.2677 MW, Q=42.1626 MVar
[2026-05-17 01:15:12] [iter 100] [Bus 4] P/Q/CMD -> V_in=1.0140 pu, I_in=481.3667 A, PF=0.8642, V_out=1.0140 pu, I_out=481.3667 A, V_DT=1.0100 pu, P=80.3677 MW, Q=46.7911 MVar
[2026-05-17 01:15:12] [iter 100] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=461.9000 A, PF=0.9819, V_out=1.0050 pu, I_out=461.9000 A, V_DT=1.0082 pu, P=86.8430 MW, Q=16.7513 MVar


[2026-05-17 01:15:16] [iter 101] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=778.0333 A, PF=0.9728, V_out=1.0200 pu, I_out=778.0333 A, V_DT=1.0200 pu, P=147.0873 MW, Q=35.0250 MVar
[2026-05-17 01:15:16] [iter 101] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=322.4333 A, PF=0.9704, V_out=1.0090 pu, I_out=322.4333 A, V_DT=1.0094 pu, P=60.1499 MW, Q=14.9695 MVar
[2026-05-17 01:15:16] [iter 101] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=466.7667 A, PF=0.9049, V_out=1.0050 pu, I_out=466.7667 A, V_DT=1.0061 pu, P=80.8760 MW, Q=38.0404 MVar
[2026-05-17 01:15:16] [iter 101] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=453.4333 A, PF=0.9191, V_out=1.0120 pu, I_out=453.4333 A, V_DT=1.0100 pu, P=80.3545 MW, Q=34.4485 MVar
[2026-05-17 01:15:16] [iter 101] [Bus 5] P/Q/CMD -> V_in=1.0110 pu, I_in=449.1667 A, PF=0.9879, V_out=1.0110 pu, I_out=449.1667 A, V_DT=1.0084 pu, P=85.4722 MW, Q=13.4184 MVar


[2026-05-17 01:15:20] [iter 102] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=736.9667 A, PF=0.9794, V_out=1.0190 pu, I_out=736.9667 A, V_DT=1.0200 pu, P=140.1314 MW, Q=28.8919 MVar
[2026-05-17 01:15:20] [iter 102] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=284.3333 A, PF=0.9576, V_out=1.0110 pu, I_out=284.3333 A, V_DT=1.0107 pu, P=52.4465 MW, Q=15.7789 MVar
[2026-05-17 01:15:20] [iter 102] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=407.1333 A, PF=0.9482, V_out=1.0080 pu, I_out=407.1333 A, V_DT=1.0073 pu, P=74.1396 MW, Q=24.8389 MVar
[2026-05-17 01:15:20] [iter 102] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=454.2333 A, PF=0.9151, V_out=1.0090 pu, I_out=454.2333 A, V_DT=1.0100 pu, P=79.9083 MW, Q=35.2106 MVar
[2026-05-17 01:15:20] [iter 102] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=490.2333 A, PF=0.9758, V_out=1.0050 pu, I_out=490.2333 A, V_DT=1.0085 pu, P=91.5974 MW, Q=20.5259 MVar


[2026-05-17 01:15:24] [iter 103] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=743.7333 A, PF=0.9721, V_out=1.0210 pu, I_out=743.7333 A, V_DT=1.0200 pu, P=140.6395 MW, Q=33.9362 MVar
[2026-05-17 01:15:24] [iter 103] [Bus 2] P/Q/CMD -> V_in=1.0170 pu, I_in=344.8000 A, PF=0.9634, V_out=1.0170 pu, I_out=344.8000 A, V_DT=1.0116 pu, P=64.3648 MW, Q=17.9096 MVar
[2026-05-17 01:15:24] [iter 103] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=360.4667 A, PF=0.8999, V_out=1.0070 pu, I_out=360.4667 A, V_DT=1.0086 pu, P=62.2361 MW, Q=30.1599 MVar
[2026-05-17 01:15:24] [iter 103] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=476.5000 A, PF=0.8798, V_out=1.0120 pu, I_out=476.5000 A, V_DT=1.0100 pu, P=80.8315 MW, Q=43.6722 MVar
[2026-05-17 01:15:24] [iter 103] [Bus 5] P/Q/CMD -> V_in=1.0000 pu, I_in=497.5667 A, PF=0.9622, V_out=1.0000 pu, I_out=497.5667 A, V_DT=1.0082 pu, P=91.2158 MW, Q=25.8180 MVar


[2026-05-17 01:15:28] [iter 104] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=830.5333 A, PF=0.9736, V_out=1.0210 pu, I_out=830.5333 A, V_DT=1.0200 pu, P=157.2956 MW, Q=36.8780 MVar
[2026-05-17 01:15:28] [iter 104] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=370.3000 A, PF=0.9379, V_out=1.0110 pu, I_out=370.3000 A, V_DT=1.0111 pu, P=66.8982 MW, Q=24.7440 MVar
[2026-05-17 01:15:28] [iter 104] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=431.4000 A, PF=0.9183, V_out=1.0090 pu, I_out=431.4000 A, V_DT=1.0083 pu, P=76.1569 MW, Q=32.8317 MVar
[2026-05-17 01:15:28] [iter 104] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=489.4667 A, PF=0.8478, V_out=1.0100 pu, I_out=489.4667 A, V_DT=1.0100 pu, P=79.8530 MW, Q=49.9497 MVar
[2026-05-17 01:15:28] [iter 104] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=499.0667 A, PF=0.9632, V_out=1.0090 pu, I_out=499.0667 A, V_DT=1.0080 pu, P=92.4101 MW, Q=25.7875 MVar


[2026-05-17 01:15:32] [iter 105] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=788.2000 A, PF=0.9572, V_out=1.0200 pu, I_out=788.2000 A, V_DT=1.0200 pu, P=146.6198 MW, Q=44.3332 MVar
[2026-05-17 01:15:32] [iter 105] [Bus 2] P/Q/CMD -> V_in=1.0030 pu, I_in=400.8000 A, PF=0.9217, V_out=1.0030 pu, I_out=400.8000 A, V_DT=1.0102 pu, P=70.5946 MW, Q=29.7102 MVar
[2026-05-17 01:15:32] [iter 105] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=396.2333 A, PF=0.8909, V_out=1.0070 pu, I_out=396.2333 A, V_DT=1.0072 pu, P=67.7271 MW, Q=34.5287 MVar
[2026-05-17 01:15:32] [iter 105] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=490.3000 A, PF=0.8478, V_out=1.0070 pu, I_out=490.3000 A, V_DT=1.0100 pu, P=79.7514 MW, Q=49.8861 MVar
[2026-05-17 01:15:32] [iter 105] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=474.2333 A, PF=0.9548, V_out=1.0090 pu, I_out=474.2333 A, V_DT=1.0080 pu, P=87.0460 MW, Q=27.0992 MVar


[2026-05-17 01:15:36] [iter 106] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=759.1000 A, PF=0.9705, V_out=1.0230 pu, I_out=759.1000 A, V_DT=1.0200 pu, P=143.5898 MW, Q=35.6720 MVar
[2026-05-17 01:15:36] [iter 106] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=354.1333 A, PF=0.9610, V_out=1.0080 pu, I_out=354.1333 A, V_DT=1.0098 pu, P=65.3588 MW, Q=18.8084 MVar
[2026-05-17 01:15:36] [iter 106] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=381.7667 A, PF=0.8995, V_out=1.0100 pu, I_out=381.7667 A, V_DT=1.0071 pu, P=66.0806 MW, Q=32.0978 MVar
[2026-05-17 01:15:36] [iter 106] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=459.1000 A, PF=0.9079, V_out=1.0120 pu, I_out=459.1000 A, V_DT=1.0100 pu, P=80.3673 MW, Q=37.1064 MVar
[2026-05-17 01:15:36] [iter 106] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=476.6000 A, PF=0.9790, V_out=1.0060 pu, I_out=476.6000 A, V_DT=1.0080 pu, P=89.4310 MW, Q=18.6225 MVar


[2026-05-17 01:15:40] [iter 107] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=830.9333 A, PF=0.9648, V_out=1.0220 pu, I_out=830.9333 A, V_DT=1.0200 pu, P=156.1017 MW, Q=42.5501 MVar
[2026-05-17 01:15:40] [iter 107] [Bus 2] P/Q/CMD -> V_in=1.0040 pu, I_in=436.1333 A, PF=0.9420, V_out=1.0040 pu, I_out=436.1333 A, V_DT=1.0109 pu, P=78.5882 MW, Q=27.9992 MVar
[2026-05-17 01:15:40] [iter 107] [Bus 3] P/Q/CMD -> V_in=1.0140 pu, I_in=404.4333 A, PF=0.8890, V_out=1.0140 pu, I_out=404.4333 A, V_DT=1.0079 pu, P=69.4608 MW, Q=35.7780 MVar
[2026-05-17 01:15:40] [iter 107] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=488.8667 A, PF=0.8485, V_out=1.0070 pu, I_out=488.8667 A, V_DT=1.0100 pu, P=79.5839 MW, Q=49.6351 MVar
[2026-05-17 01:15:40] [iter 107] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=470.8333 A, PF=0.9591, V_out=1.0080 pu, I_out=470.8333 A, V_DT=1.0083 pu, P=86.7251 MW, Q=25.5959 MVar


[2026-05-17 01:15:44] [iter 108] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=785.9667 A, PF=0.9653, V_out=1.0230 pu, I_out=785.9667 A, V_DT=1.0200 pu, P=147.8752 MW, Q=40.0048 MVar
[2026-05-17 01:15:44] [iter 108] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=321.2333 A, PF=0.9011, V_out=1.0060 pu, I_out=321.2333 A, V_DT=1.0096 pu, P=55.4811 MW, Q=26.6976 MVar
[2026-05-17 01:15:44] [iter 108] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=438.2333 A, PF=0.9047, V_out=1.0050 pu, I_out=438.2333 A, V_DT=1.0068 pu, P=75.9153 MW, Q=35.7507 MVar
[2026-05-17 01:15:44] [iter 108] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=485.9333 A, PF=0.8546, V_out=1.0090 pu, I_out=485.9333 A, V_DT=1.0100 pu, P=79.8333 MW, Q=48.5097 MVar
[2026-05-17 01:15:44] [iter 108] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=506.3667 A, PF=0.9721, V_out=1.0080 pu, I_out=506.3667 A, V_DT=1.0081 pu, P=94.5344 MW, Q=22.8111 MVar


[2026-05-17 01:15:48] [iter 109] [Bus 1] P/Q/CMD -> V_in=1.0140 pu, I_in=907.9333 A, PF=0.9734, V_out=1.0140 pu, I_out=907.9333 A, V_DT=1.0200 pu, P=170.7405 MW, Q=40.1877 MVar
[2026-05-17 01:15:48] [iter 109] [Bus 2] P/Q/CMD -> V_in=1.0050 pu, I_in=404.1333 A, PF=0.9101, V_out=1.0050 pu, I_out=404.1333 A, V_DT=1.0102 pu, P=70.4260 MW, Q=32.0665 MVar
[2026-05-17 01:15:48] [iter 109] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=485.7667 A, PF=0.9242, V_out=1.0050 pu, I_out=485.7667 A, V_DT=1.0071 pu, P=85.9633 MW, Q=35.5228 MVar
[2026-05-17 01:15:48] [iter 109] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=500.8333 A, PF=0.8304, V_out=1.0110 pu, I_out=500.8333 A, V_DT=1.0100 pu, P=80.1097 MW, Q=53.7506 MVar
