Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-17 01:08:34] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, PF=0.0000, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-17 01:11:27] [iter 44] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=483.2667 A, PF=0.9696, V_out=1.0040 pu, I_out=483.2667 A, V_DT=1.0070 pu, P=89.6327 MW, Q=22.6204 MVar
[2026-05-17 01:11:27] [iter 44] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=468.6000 A, PF=0.8904, V_out=1.0110 pu, I_out=468.6000 A, V_DT=1.0100 pu, P=80.3696 MW, Q=41.0855 MVar
[2026-05-17 01:11:27] [iter 44] [Bus 5] P/Q/CMD -> V_in=1.0100 pu, I_in=465.7000 A, PF=0.9585, V_out=1.0100 pu, I_out=465.7000 A, V_DT=1.0083 pu, P=85.8960 MW, Q=25.5486 MVar


[2026-05-17 01:11:31] [iter 45] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=806.4333 A, PF=0.9863, V_out=1.0220 pu, I_out=806.4333 A, V_DT=1.0200 pu, P=154.8751 MW, Q=25.9033 MVar
[2026-05-17 01:11:31] [iter 45] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=308.6667 A, PF=0.9747, V_out=1.0110 pu, I_out=308.6667 A, V_DT=1.0111 pu, P=57.9516 MW, Q=13.2894 MVar
[2026-05-17 01:11:31] [iter 45] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=470.1000 A, PF=0.9591, V_out=1.0070 pu, I_out=470.1000 A, V_DT=1.0081 pu, P=86.5041 MW, Q=25.5307 MVar
[2026-05-17 01:11:31] [iter 45] [Bus 4] P/Q/CMD -> V_in=1.0060 pu, I_in=471.7667 A, PF=0.8794, V_out=1.0060 pu, I_out=471.7667 A, V_DT=1.0100 pu, P=79.5179 MW, Q=43.0489 MVar
[2026-05-17 01:11:31] [iter 45] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=480.7333 A, PF=0.9563, V_out=1.0080 pu, I_out=480.7333 A, V_DT=1.0081 pu, P=88.2901 MW, Q=26.9946 MVar


[2026-05-17 01:11:35] [iter 46] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=865.6000 A, PF=0.9857, V_out=1.0180 pu, I_out=865.6000 A, V_DT=1.0200 pu, P=165.4867 MW, Q=28.2907 MVar
[2026-05-17 01:11:35] [iter 46] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=408.2333 A, PF=0.9563, V_out=1.0080 pu, I_out=408.2333 A, V_DT=1.0113 pu, P=74.9750 MW, Q=22.9235 MVar
[2026-05-17 01:11:35] [iter 46] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=420.9667 A, PF=0.9689, V_out=1.0090 pu, I_out=420.9667 A, V_DT=1.0082 pu, P=78.4099 MW, Q=20.0255 MVar
[2026-05-17 01:11:35] [iter 46] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=482.9000 A, PF=0.8571, V_out=1.0090 pu, I_out=482.9000 A, V_DT=1.0100 pu, P=79.5670 MW, Q=47.8228 MVar
[2026-05-17 01:11:35] [iter 46] [Bus 5] P/Q/CMD -> V_in=1.0130 pu, I_in=502.4000 A, PF=0.9503, V_out=1.0130 pu, I_out=502.4000 A, V_DT=1.0080 pu, P=92.1453 MW, Q=30.1885 MVar


[2026-05-17 01:11:39] [iter 47] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=854.0667 A, PF=0.9756, V_out=1.0230 pu, I_out=854.0667 A, V_DT=1.0200 pu, P=162.4024 MW, Q=36.5481 MVar
[2026-05-17 01:11:39] [iter 47] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=416.3667 A, PF=0.9240, V_out=1.0090 pu, I_out=416.3667 A, V_DT=1.0106 pu, P=73.9592 MW, Q=30.6076 MVar
[2026-05-17 01:11:39] [iter 47] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=432.9667 A, PF=0.9645, V_out=1.0100 pu, I_out=432.9667 A, V_DT=1.0081 pu, P=80.3584 MW, Q=22.0024 MVar
[2026-05-17 01:11:39] [iter 47] [Bus 4] P/Q/CMD -> V_in=1.0040 pu, I_in=480.9667 A, PF=0.8642, V_out=1.0040 pu, I_out=480.9667 A, V_DT=1.0100 pu, P=79.5090 MW, Q=46.2912 MVar
[2026-05-17 01:11:39] [iter 47] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=468.2667 A, PF=0.9546, V_out=1.0090 pu, I_out=468.2667 A, V_DT=1.0079 pu, P=85.9328 MW, Q=26.8160 MVar


[2026-05-17 01:11:43] [iter 48] [Bus 1] P/Q/CMD -> V_in=1.0140 pu, I_in=710.8667 A, PF=0.9723, V_out=1.0140 pu, I_out=710.8667 A, V_DT=1.0200 pu, P=133.5303 MW, Q=32.1001 MVar
[2026-05-17 01:11:43] [iter 48] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=290.3000 A, PF=0.9443, V_out=1.0090 pu, I_out=290.3000 A, V_DT=1.0100 pu, P=52.6989 MW, Q=18.3654 MVar
[2026-05-17 01:11:43] [iter 48] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=380.0000 A, PF=0.9344, V_out=1.0090 pu, I_out=380.0000 A, V_DT=1.0075 pu, P=68.2592 MW, Q=26.0227 MVar
[2026-05-17 01:11:43] [iter 48] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=471.4000 A, PF=0.8838, V_out=1.0110 pu, I_out=471.4000 A, V_DT=1.0100 pu, P=80.2506 MW, Q=42.4829 MVar
[2026-05-17 01:11:43] [iter 48] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=502.6667 A, PF=0.9581, V_out=1.0120 pu, I_out=502.6667 A, V_DT=1.0081 pu, P=92.8592 MW, Q=27.7612 MVar


[2026-05-17 01:11:47] [iter 49] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=833.6000 A, PF=0.9778, V_out=1.0160 pu, I_out=833.6000 A, V_DT=1.0200 pu, P=157.7810 MW, Q=33.8121 MVar
[2026-05-17 01:11:47] [iter 49] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=387.6667 A, PF=0.9211, V_out=1.0060 pu, I_out=387.6667 A, V_DT=1.0115 pu, P=68.4410 MW, Q=28.9283 MVar
[2026-05-17 01:11:47] [iter 49] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=404.3333 A, PF=0.9615, V_out=1.0070 pu, I_out=404.3333 A, V_DT=1.0086 pu, P=74.5885 MW, Q=21.3180 MVar
[2026-05-17 01:11:47] [iter 49] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=486.2000 A, PF=0.8509, V_out=1.0110 pu, I_out=486.2000 A, V_DT=1.0100 pu, P=79.6889 MW, Q=49.1983 MVar
[2026-05-17 01:11:47] [iter 49] [Bus 5] P/Q/CMD -> V_in=1.0040 pu, I_in=510.2667 A, PF=0.9537, V_out=1.0040 pu, I_out=510.2667 A, V_DT=1.0079 pu, P=93.0885 MW, Q=29.3565 MVar


[2026-05-17 01:11:51] [iter 50] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=718.9667 A, PF=0.9671, V_out=1.0190 pu, I_out=718.9667 A, V_DT=1.0200 pu, P=134.9919 MW, Q=35.5097 MVar
[2026-05-17 01:11:51] [iter 50] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=351.8333 A, PF=0.9221, V_out=1.0100 pu, I_out=351.8333 A, V_DT=1.0104 pu, P=62.4295 MW, Q=26.1980 MVar
[2026-05-17 01:11:51] [iter 50] [Bus 3] P/Q/CMD -> V_in=1.0110 pu, I_in=329.9000 A, PF=0.9494, V_out=1.0110 pu, I_out=329.9000 A, V_DT=1.0079 pu, P=60.3304 MW, Q=19.9578 MVar
[2026-05-17 01:11:51] [iter 50] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=462.9667 A, PF=0.8960, V_out=1.0090 pu, I_out=462.9667 A, V_DT=1.0100 pu, P=79.7448 MW, Q=39.5212 MVar
[2026-05-17 01:11:51] [iter 50] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=491.2333 A, PF=0.9605, V_out=1.0070 pu, I_out=491.2333 A, V_DT=1.0079 pu, P=90.5249 MW, Q=26.2272 MVar


[2026-05-17 01:11:55] [iter 51] [Bus 1] P/Q/CMD -> V_in=1.0170 pu, I_in=812.9667 A, PF=0.9628, V_out=1.0170 pu, I_out=812.9667 A, V_DT=1.0200 pu, P=151.6642 MW, Q=42.5654 MVar
[2026-05-17 01:11:55] [iter 51] [Bus 2] P/Q/CMD -> V_in=1.0050 pu, I_in=397.9667 A, PF=0.9441, V_out=1.0050 pu, I_out=397.9667 A, V_DT=1.0111 pu, P=71.9423 MW, Q=25.1207 MVar
[2026-05-17 01:11:55] [iter 51] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=429.0000 A, PF=0.8809, V_out=1.0070 pu, I_out=429.0000 A, V_DT=1.0088 pu, P=72.5048 MW, Q=38.9564 MVar
[2026-05-17 01:11:55] [iter 51] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=463.5333 A, PF=0.8959, V_out=1.0090 pu, I_out=463.5333 A, V_DT=1.0100 pu, P=79.8335 MW, Q=39.5875 MVar
[2026-05-17 01:11:55] [iter 51] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=453.8667 A, PF=0.9853, V_out=1.0090 pu, I_out=453.8667 A, V_DT=1.0080 pu, P=85.9689 MW, Q=14.9054 MVar


[2026-05-17 01:11:59] [iter 52] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=896.0000 A, PF=0.9761, V_out=1.0190 pu, I_out=896.0000 A, V_DT=1.0200 pu, P=169.7969 MW, Q=37.8041 MVar
[2026-05-17 01:11:59] [iter 52] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=424.8000 A, PF=0.9436, V_out=1.0090 pu, I_out=424.8000 A, V_DT=1.0098 pu, P=77.0579 MW, Q=27.0378 MVar
[2026-05-17 01:11:59] [iter 52] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=475.9667 A, PF=0.9324, V_out=1.0090 pu, I_out=475.9667 A, V_DT=1.0068 pu, P=85.3146 MW, Q=33.0707 MVar
[2026-05-17 01:11:59] [iter 52] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=495.8667 A, PF=0.8350, V_out=1.0070 pu, I_out=495.8667 A, V_DT=1.0100 pu, P=79.4391 MW, Q=52.3489 MVar
[2026-05-17 01:11:59] [iter 52] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=470.3000 A, PF=0.9551, V_out=1.0060 pu, I_out=470.3000 A, V_DT=1.0085 pu, P=86.0944 MW, Q=26.7075 MVar


[2026-05-17 01:12:03] [iter 53] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=825.5667 A, PF=0.9880, V_out=1.0160 pu, I_out=825.5667 A, V_DT=1.0200 pu, P=157.8905 MW, Q=24.6830 MVar
[2026-05-17 01:12:03] [iter 53] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=316.5333 A, PF=0.9719, V_out=1.0090 pu, I_out=316.5333 A, V_DT=1.0095 pu, P=59.1406 MW, Q=14.3238 MVar
[2026-05-17 01:12:03] [iter 53] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=455.4667 A, PF=0.9575, V_out=1.0090 pu, I_out=455.4667 A, V_DT=1.0066 pu, P=83.8378 MW, Q=25.2549 MVar
[2026-05-17 01:12:03] [iter 53] [Bus 4] P/Q/CMD -> V_in=1.0160 pu, I_in=479.7333 A, PF=0.8657, V_out=1.0160 pu, I_out=479.7333 A, V_DT=1.0100 pu, P=80.3923 MW, Q=46.4842 MVar
[2026-05-17 01:12:03] [iter 53] [Bus 5] P/Q/CMD -> V_in=1.0110 pu, I_in=510.8333 A, PF=0.9584, V_out=1.0110 pu, I_out=510.8333 A, V_DT=1.0081 pu, P=94.3041 MW, Q=28.0854 MVar


[2026-05-17 01:12:07] [iter 54] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=795.2667 A, PF=0.9744, V_out=1.0230 pu, I_out=795.2667 A, V_DT=1.0200 pu, P=151.0355 MW, Q=34.8481 MVar
[2026-05-17 01:12:07] [iter 54] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=329.1000 A, PF=0.9082, V_out=1.0080 pu, I_out=329.1000 A, V_DT=1.0113 pu, P=57.4015 MW, Q=26.4530 MVar
[2026-05-17 01:12:07] [iter 54] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=456.2000 A, PF=0.9596, V_out=1.0090 pu, I_out=456.2000 A, V_DT=1.0082 pu, P=84.1570 MW, Q=24.6760 MVar
[2026-05-17 01:12:07] [iter 54] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=465.7667 A, PF=0.8962, V_out=1.0100 pu, I_out=465.7667 A, V_DT=1.0100 pu, P=80.3245 MW, Q=39.7634 MVar
[2026-05-17 01:12:07] [iter 54] [Bus 5] P/Q/CMD -> V_in=1.0100 pu, I_in=477.0333 A, PF=0.9748, V_out=1.0100 pu, I_out=477.0333 A, V_DT=1.0079 pu, P=89.4827 MW, Q=20.4779 MVar


[2026-05-17 01:12:11] [iter 55] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=806.0667 A, PF=0.9895, V_out=1.0210 pu, I_out=806.0667 A, V_DT=1.0200 pu, P=155.1550 MW, Q=22.6630 MVar
[2026-05-17 01:12:11] [iter 55] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=289.3000 A, PF=0.9744, V_out=1.0130 pu, I_out=289.3000 A, V_DT=1.0105 pu, P=54.4062 MW, Q=12.5530 MVar
[2026-05-17 01:12:11] [iter 55] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=460.5667 A, PF=0.9679, V_out=1.0120 pu, I_out=460.5667 A, V_DT=1.0077 pu, P=85.9522 MW, Q=22.3193 MVar
[2026-05-17 01:12:11] [iter 55] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=450.4667 A, PF=0.9294, V_out=1.0100 pu, I_out=450.4667 A, V_DT=1.0100 pu, P=80.5638 MW, Q=31.9927 MVar
[2026-05-17 01:12:11] [iter 55] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=491.9000 A, PF=0.9853, V_out=1.0070 pu, I_out=491.9000 A, V_DT=1.0082 pu, P=92.9883 MW, Q=16.1225 MVar


[2026-05-17 01:12:15] [iter 56] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=706.7667 A, PF=0.9814, V_out=1.0230 pu, I_out=706.7667 A, V_DT=1.0200 pu, P=135.1920 MW, Q=26.4452 MVar
[2026-05-17 01:12:15] [iter 56] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=274.8000 A, PF=0.9589, V_out=1.0090 pu, I_out=274.8000 A, V_DT=1.0116 pu, P=50.6564 MW, Q=14.9895 MVar
[2026-05-17 01:12:15] [iter 56] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=378.5667 A, PF=0.9638, V_out=1.0100 pu, I_out=378.5667 A, V_DT=1.0085 pu, P=70.2108 MW, Q=19.4232 MVar
[2026-05-17 01:12:15] [iter 56] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=441.6000 A, PF=0.9470, V_out=1.0070 pu, I_out=441.6000 A, V_DT=1.0100 pu, P=80.2346 MW, Q=27.2165 MVar
[2026-05-17 01:12:15] [iter 56] [Bus 5] P/Q/CMD -> V_in=1.0130 pu, I_in=491.8000 A, PF=0.9846, V_out=1.0130 pu, I_out=491.8000 A, V_DT=1.0083 pu, P=93.4568 MW, Q=16.5939 MVar


[2026-05-17 01:12:19] [iter 57] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=919.1333 A, PF=0.9699, V_out=1.0200 pu, I_out=919.1333 A, V_DT=1.0200 pu, P=173.2443 MW, Q=43.4948 MVar
[2026-05-17 01:12:19] [iter 57] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=418.6000 A, PF=0.9213, V_out=1.0130 pu, I_out=418.6000 A, V_DT=1.0120 pu, P=74.4326 MW, Q=31.4157 MVar
[2026-05-17 01:12:19] [iter 57] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=489.7667 A, PF=0.8897, V_out=1.0080 pu, I_out=489.7667 A, V_DT=1.0092 pu, P=83.6848 MW, Q=42.9425 MVar
[2026-05-17 01:12:19] [iter 57] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=496.1333 A, PF=0.8398, V_out=1.0070 pu, I_out=496.1333 A, V_DT=1.0100 pu, P=79.9387 MW, Q=51.6771 MVar
[2026-05-17 01:12:19] [iter 57] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=495.6000 A, PF=0.9843, V_out=1.0120 pu, I_out=495.6000 A, V_DT=1.0083 pu, P=94.0573 MW, Q=16.8663 MVar


[2026-05-17 01:12:23] [iter 58] [Bus 1] P/Q/CMD -> V_in=1.0170 pu, I_in=763.8667 A, PF=0.9760, V_out=1.0170 pu, I_out=763.8667 A, V_DT=1.0200 pu, P=144.4580 MW, Q=32.2323 MVar
[2026-05-17 01:12:23] [iter 58] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=305.2000 A, PF=0.9653, V_out=1.0100 pu, I_out=305.2000 A, V_DT=1.0088 pu, P=56.6920 MW, Q=15.3369 MVar
[2026-05-17 01:12:23] [iter 58] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=425.2333 A, PF=0.9075, V_out=1.0120 pu, I_out=425.2333 A, V_DT=1.0057 pu, P=74.4060 MW, Q=34.4401 MVar
[2026-05-17 01:12:23] [iter 58] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=487.2333 A, PF=0.8592, V_out=1.0080 pu, I_out=487.2333 A, V_DT=1.0100 pu, P=80.3980 MW, Q=47.8757 MVar
[2026-05-17 01:12:23] [iter 58] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=505.8333 A, PF=0.9591, V_out=1.0080 pu, I_out=505.8333 A, V_DT=1.0083 pu, P=93.1719 MW, Q=27.4986 MVar


[2026-05-17 01:12:27] [iter 59] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=719.9667 A, PF=0.9743, V_out=1.0180 pu, I_out=719.9667 A, V_DT=1.0200 pu, P=136.0524 MW, Q=31.4548 MVar
[2026-05-17 01:12:27] [iter 59] [Bus 2] P/Q/CMD -> V_in=1.0050 pu, I_in=290.1000 A, PF=0.9155, V_out=1.0050 pu, I_out=290.1000 A, V_DT=1.0111 pu, P=50.8540 MW, Q=22.3479 MVar
[2026-05-17 01:12:27] [iter 59] [Bus 3] P/Q/CMD -> V_in=1.0130 pu, I_in=377.6000 A, PF=0.9578, V_out=1.0130 pu, I_out=377.6000 A, V_DT=1.0078 pu, P=69.8023 MW, Q=20.9476 MVar
[2026-05-17 01:12:27] [iter 59] [Bus 4] P/Q/CMD -> V_in=1.0050 pu, I_in=466.2000 A, PF=0.8871, V_out=1.0050 pu, I_out=466.2000 A, V_DT=1.0100 pu, P=79.1889 MW, Q=41.2037 MVar
[2026-05-17 01:12:27] [iter 59] [Bus 5] P/Q/CMD -> V_in=1.0110 pu, I_in=512.2000 A, PF=0.9612, V_out=1.0110 pu, I_out=512.2000 A, V_DT=1.0079 pu, P=94.8326 MW, Q=27.2158 MVar


[2026-05-17 01:12:31] [iter 60] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=918.1667 A, PF=0.9791, V_out=1.0190 pu, I_out=918.1667 A, V_DT=1.0200 pu, P=174.5324 MW, Q=36.2540 MVar
[2026-05-17 01:12:31] [iter 60] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=384.6667 A, PF=0.9320, V_out=1.0090 pu, I_out=384.6667 A, V_DT=1.0115 pu, P=68.9199 MW, Q=26.8032 MVar
[2026-05-17 01:12:31] [iter 60] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=500.3000 A, PF=0.9283, V_out=1.0060 pu, I_out=500.3000 A, V_DT=1.0088 pu, P=89.0164 MW, Q=35.6557 MVar
[2026-05-17 01:12:31] [iter 60] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=520.6000 A, PF=0.7992, V_out=1.0090 pu, I_out=520.6000 A, V_DT=1.0100 pu, P=79.9842 MW, Q=60.1548 MVar
[2026-05-17 01:12:31] [iter 60] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=514.5667 A, PF=0.9546, V_out=1.0090 pu, I_out=514.5667 A, V_DT=1.0079 pu, P=94.4295 MW, Q=29.4675 MVar


[2026-05-17 01:12:35] [iter 61] [Bus 1] P/Q/CMD -> V_in=1.0170 pu, I_in=936.6333 A, PF=0.9660, V_out=1.0170 pu, I_out=936.6333 A, V_DT=1.0200 pu, P=175.3158 MW, Q=46.9218 MVar
[2026-05-17 01:12:35] [iter 61] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=452.7000 A, PF=0.9143, V_out=1.0060 pu, I_out=452.7000 A, V_DT=1.0095 pu, P=79.3324 MW, Q=35.1445 MVar
[2026-05-17 01:12:35] [iter 61] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=513.1333 A, PF=0.9039, V_out=1.0070 pu, I_out=513.1333 A, V_DT=1.0064 pu, P=88.9884 MW, Q=42.1111 MVar
[2026-05-17 01:12:35] [iter 61] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=508.8333 A, PF=0.8153, V_out=1.0080 pu, I_out=508.8333 A, V_DT=1.0100 pu, P=79.6722 MW, Q=56.5844 MVar
[2026-05-17 01:12:35] [iter 61] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=462.7333 A, PF=0.9674, V_out=1.0050 pu, I_out=462.7333 A, V_DT=1.0079 pu, P=85.7149 MW, Q=22.4391 MVar


[2026-05-17 01:12:39] [iter 62] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=851.0667 A, PF=0.9702, V_out=1.0200 pu, I_out=851.0667 A, V_DT=1.0200 pu, P=160.4643 MW, Q=40.0756 MVar
[2026-05-17 01:12:39] [iter 62] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=406.9000 A, PF=0.9251, V_out=1.0110 pu, I_out=406.9000 A, V_DT=1.0084 pu, P=72.5072 MW, Q=29.7618 MVar
[2026-05-17 01:12:39] [iter 62] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=440.1000 A, PF=0.9260, V_out=1.0040 pu, I_out=440.1000 A, V_DT=1.0053 pu, P=77.9560 MW, Q=31.7821 MVar
[2026-05-17 01:12:39] [iter 62] [Bus 4] P/Q/CMD -> V_in=1.0180 pu, I_in=476.3667 A, PF=0.8676, V_out=1.0180 pu, I_out=476.3667 A, V_DT=1.0100 pu, P=80.1608 MW, Q=45.9440 MVar
[2026-05-17 01:12:39] [iter 62] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=475.6000 A, PF=0.9731, V_out=1.0060 pu, I_out=475.6000 A, V_DT=1.0082 pu, P=88.7055 MW, Q=21.0012 MVar


[2026-05-17 01:12:43] [iter 63] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=681.0333 A, PF=0.9757, V_out=1.0200 pu, I_out=681.0333 A, V_DT=1.0200 pu, P=129.1333 MW, Q=28.9992 MVar
[2026-05-17 01:12:43] [iter 63] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=313.0000 A, PF=0.9567, V_out=1.0110 pu, I_out=313.0000 A, V_DT=1.0097 pu, P=57.6799 MW, Q=17.5491 MVar
[2026-05-17 01:12:43] [iter 63] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=325.2333 A, PF=0.9633, V_out=1.0100 pu, I_out=325.2333 A, V_DT=1.0069 pu, P=60.2881 MW, Q=16.7995 MVar
[2026-05-17 01:12:43] [iter 63] [Bus 4] P/Q/CMD -> V_in=1.0040 pu, I_in=436.6333 A, PF=0.9492, V_out=1.0040 pu, I_out=436.6333 A, V_DT=1.0100 pu, P=79.2796 MW, Q=26.2823 MVar
[2026-05-17 01:12:43] [iter 63] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=479.1333 A, PF=0.9788, V_out=1.0070 pu, I_out=479.1333 A, V_DT=1.0082 pu, P=89.9773 MW, Q=18.8282 MVar


[2026-05-17 01:12:47] [iter 64] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=828.2667 A, PF=0.9714, V_out=1.0160 pu, I_out=828.2667 A, V_DT=1.0200 pu, P=155.7454 MW, Q=38.0704 MVar
[2026-05-17 01:12:47] [iter 64] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=394.6667 A, PF=0.9537, V_out=1.0080 pu, I_out=394.6667 A, V_DT=1.0120 pu, P=72.2863 MW, Q=22.7963 MVar
[2026-05-17 01:12:47] [iter 64] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=417.5333 A, PF=0.8863, V_out=1.0090 pu, I_out=417.5333 A, V_DT=1.0095 pu, P=71.1404 MW, Q=37.1725 MVar
[2026-05-17 01:12:47] [iter 64] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=491.7667 A, PF=0.8451, V_out=1.0110 pu, I_out=491.7667 A, V_DT=1.0100 pu, P=80.0519 MW, Q=50.6406 MVar
[2026-05-17 01:12:47] [iter 64] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=495.3333 A, PF=0.9632, V_out=1.0030 pu, I_out=495.3333 A, V_DT=1.0083 pu, P=91.1734 MW, Q=25.4424 MVar


[2026-05-17 01:12:51] [iter 65] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=792.8667 A, PF=0.9751, V_out=1.0210 pu, I_out=792.8667 A, V_DT=1.0200 pu, P=150.3933 MW, Q=34.2037 MVar
[2026-05-17 01:12:51] [iter 65] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=319.9333 A, PF=0.9678, V_out=1.0100 pu, I_out=319.9333 A, V_DT=1.0100 pu, P=59.5826 MW, Q=15.4972 MVar
[2026-05-17 01:12:51] [iter 65] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=469.6667 A, PF=0.9070, V_out=1.0040 pu, I_out=469.6667 A, V_DT=1.0070 pu, P=81.4862 MW, Q=37.8350 MVar
[2026-05-17 01:12:51] [iter 65] [Bus 4] P/Q/CMD -> V_in=1.0150 pu, I_in=478.0000 A, PF=0.8682, V_out=1.0150 pu, I_out=478.0000 A, V_DT=1.0100 pu, P=80.2541 MW, Q=45.8687 MVar
[2026-05-17 01:12:51] [iter 65] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=474.3667 A, PF=0.9663, V_out=1.0080 pu, I_out=474.3667 A, V_DT=1.0080 pu, P=88.0319 MW, Q=23.4514 MVar


[2026-05-17 01:12:55] [iter 66] [Bus 1] P/Q/CMD -> V_in=1.0240 pu, I_in=752.9333 A, PF=0.9673, V_out=1.0240 pu, I_out=752.9333 A, V_DT=1.0200 pu, P=142.0924 MW, Q=37.2580 MVar
